rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242964,얼굴,2025-09-11,532798380,23.7,190399190,55.6,5378330630,51140,16792,48.9,519032,1048,3218,2025-09-19,2026-08-15 16:18:04
2,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,445939300,19.9,178249130,66.6,50195081650,39840,14672,58.3,4628137,971,2829,2025-09-19,2026-08-15 16:18:04
3,0,NEW,20257095,명탐정 코난: 17년 전의 진상,2025-09-19,179174300,8.0,179174300,100,179174300,16193,16193,100,16193,245,752,2025-09-19,2026-08-15 16:18:04
4,-1,OLD,20030047,모노노케 히메,2003-04-25,116354020,5.2,4304860,3.8,1229766660,10809,-188,-1.7,90420,541,962,2025-09-19,2026-08-15 16:18:04
5,0,OLD,20254501,F1 더 무비,2025-06-25,70537860,3.1,20069460,39.8,53961333670,10012,2932,41.4,5080131,505,836,2025-09-19,2026-08-15 16:18:04
6,-2,OLD,20245485,귀시,2025-09-17,97387850,4.3,18790150,23.9,284794150,9376,1198,14.6,28733,621,1250,2025-09-19,2026-08-15 16:18:04
7,0,OLD,20256864,프랑켄슈타인 : 더 뮤지컬 라이브,2025-09-18,205588100,9.2,86955000,73.3,327011200,8309,3520,73.5,13377,176,410,2025-09-19,2026-08-15 16:18:04
8,-2,OLD,20233039,살인자 리포트,2025-09-05,81098200,3.6,16089700,24.8,3345681100,8202,1563,23.5,334795,571,1010,2025-09-19,2026-08-15 16:18:04
9,0,OLD,20256702,컨저링: 마지막 의식,2025-09-03,69544300,3.1,25005700,56.1,4153721890,6318,2145,51.4,394690,420,592,2025-09-19,2026-08-15 16:18:04
10,0,OLD,20161872,너의 이름은.,2017-01-04,79385800,3.5,16664200,26.6,32206280087,4689,988,26.7,3943926,34,39,2025-09-19,2026-08-15 16:18:04
