rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,6472569500,82.6,3714487580,134.7,73742894090,655719,377660,135.8,7667180,2165,9758,2026-02-28,2026-08-11 11:44:00
2,0,OLD,20241266,휴민트,2026-02-11,512719970,6.5,287250450,127.4,17818289580,47959,25954,117.9,1767510,816,2018,2026-02-28,2026-08-11 11:44:00
3,0,OLD,20259583,초속 5센티미터,2026-02-25,123604030,1.6,32282010,35.3,458297250,12239,3178,35.1,49556,542,949,2026-02-28,2026-08-11 11:44:00
4,1,OLD,20247457,신의악단,2025-12-31,85942300,1.1,46283600,116.7,13172979710,9281,5075,120.7,1381202,376,474,2026-02-28,2026-08-11 11:44:00
5,1,OLD,20261181,너자 2,2026-02-25,73962300,0.9,40236600,119.3,241897200,7981,4343,119.4,27599,260,476,2026-02-28,2026-08-11 11:44:00
6,-2,OLD,20257744,28년 후: 뼈의 사원,2026-02-27,82634310,1.1,16285830,24.5,151094790,7664,1455,23.4,14065,417,689,2026-02-28,2026-08-11 11:44:00
7,7,OLD,20261450,슬라이드 스트럼 뮤트,2026-02-26,42566000,0.5,31757000,293.8,86099000,4770,3497,274.7,9942,120,166,2026-02-28,2026-08-11 11:44:00
8,2,OLD,20250365,햄넷,2026-02-25,44357880,0.6,16832620,61.2,199920440,4566,1814,65.9,21470,326,407,2026-02-28,2026-08-11 11:44:00
9,0,OLD,20261208,귀신 부르는 앱: 영,2026-02-18,43689500,0.6,15949100,57.5,842662000,4296,1501,53.7,83785,152,202,2026-02-28,2026-08-11 11:44:00
10,-3,OLD,20252373,넘버원,2026-02-11,31987520,0.4,2078180,6.9,2530164980,3401,6,0.2,264607,209,267,2026-02-28,2026-08-11 11:44:00
