rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,1649354860,80.7,-254304630,-13.4,114564803030,177177,-25961,-12.8,11883949,1860,7464,2026-03-10,2026-08-15 16:05:27
2,0,OLD,20256283,호퍼스,2026-03-04,102448680,5.0,-11882370,-10.4,3344837790,10263,-1069,-9.4,336771,692,1786,2026-03-10,2026-08-15 16:05:27
3,0,OLD,20241266,휴민트,2026-02-11,54518800,2.7,-2758420,-4.8,19617491600,5358,-275,-4.9,1943189,515,869,2026-03-10,2026-08-15 16:05:27
4,0,OLD,20241501,매드 댄스 오피스,2026-03-04,35450600,1.7,18131100,104.7,295151150,4297,2272,112.2,33295,423,597,2026-03-10,2026-08-15 16:05:27
5,0,OLD,20259583,초속 5센티미터,2026-02-25,23917440,1.2,7587440,46.5,806195630,2738,945,52.7,84671,221,267,2026-03-10,2026-08-15 16:05:27
6,1,OLD,20258444,브라이드!,2026-03-04,16205710,0.8,3962240,32.4,228596990,1844,558,43.4,22455,299,405,2026-03-10,2026-08-15 16:05:27
7,1,OLD,20247457,신의악단,2025-12-31,14637600,0.7,3195130,27.9,13565453950,1676,431,34.6,1423557,178,198,2026-03-10,2026-08-15 16:05:27
8,-2,OLD,20250365,햄넷,2026-02-25,14127800,0.7,-73500,-0.5,456313130,1493,43,3,47585,163,193,2026-03-10,2026-08-15 16:05:27
9,2,OLD,20249843,우리에게는 아직 내일이 있다,2026-03-04,6996400,0.3,1423100,25.5,78555880,1183,444,60.1,9319,84,104,2026-03-10,2026-08-15 16:05:27
10,4,OLD,20250875,우리는 매일매일,2026-03-04,8629100,0.4,3588700,71.2,99736950,1030,460,80.7,11794,101,116,2026-03-10,2026-08-15 16:05:27
