rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,5335378380,70.5,2755910410,106.8,10230185750,475783,245744,106.8,924096,2103,9523,2026-05-23,2026-08-11 11:43:09
2,0,OLD,20259626,마이클,2026-05-13,1168618310,15.4,705095870,152.1,10682308520,103652,62644,152.8,952364,856,2839,2026-05-23,2026-08-11 11:43:09
3,3,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,247923560,3.3,214729360,646.9,14642444340,24347,20753,577.4,1511218,610,1039,2026-05-23,2026-08-11 11:43:09
4,-1,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,181320550,2.4,49879870,37.9,15405527320,15980,4296,36.8,1525262,521,931,2026-05-23,2026-08-11 11:43:09
5,0,OLD,20262975,신극장판 은혼: 요시와라 대염상,2026-05-20,133851900,1.8,77129810,136,388887050,11699,6920,144.8,34046,397,552,2026-05-23,2026-08-11 11:43:09
6,-2,OLD,20254121,살목지,2026-04-08,97702190,1.3,41662690,74.3,33011112750,8638,3797,78.4,3212487,414,560,2026-05-23,2026-08-11 11:43:09
7,0,NEW,20263222,극장판 호빵맨: 세균맨과 그림책의 루룬,2026-05-23,57552900,0.8,57552900,100,60359900,6708,6708,100,7109,221,372,2026-05-23,2026-08-11 11:43:09
8,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,63618250,0.8,33001800,107.8,32553038650,5490,2836,106.9,2869653,171,211,2026-05-23,2026-08-11 11:43:09
9,-2,OLD,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-20,61579400,0.8,27760500,82.1,184952650,5283,2433,85.4,15961,155,204,2026-05-23,2026-08-11 11:43:09
10,-1,OLD,20263253,극장판 내 마음의 위험한 녀석,2026-05-21,59098130,0.8,29181050,97.5,132442320,4873,2330,91.6,11311,124,182,2026-05-23,2026-08-11 11:43:09
