rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,2892689760,44.7,1667745730,136.1,48043433330,281917,164189,139.5,4523324,1614,6470,2026-06-06,2026-08-15 15:58:34
2,0,OLD,20248252,와일드 씽,2026-06-03,1476114300,22.8,894082570,153.6,4177304010,149033,88620,146.7,431987,1164,4565,2026-06-06,2026-08-15 15:58:34
3,0,OLD,20263030,백룸,2026-05-27,986139400,15.2,564720460,134,7777958550,93068,54126,139,731821,908,2680,2026-06-06,2026-08-15 15:58:34
4,0,OLD,20259626,마이클,2026-05-13,304925010,4.7,190810310,167.2,16729736050,28968,17920,162.2,1516638,550,848,2026-06-06,2026-08-15 15:58:34
5,4,OLD,20263512,이상한 과자 가게 전천당,2026-05-29,170455630,2.6,156107880,1088,1081187490,19011,17315,1020.9,118415,537,809,2026-06-06,2026-08-15 15:58:34
6,0,OLD,20258236,만달로리안과 그로구,2026-05-27,200435290,3.1,154130800,332.9,2185721690,14861,10381,231.7,179998,311,456,2026-06-06,2026-08-15 15:58:34
7,19,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,54862900,0.8,53101650,3015,15777119290,5551,5279,1940.8,1624970,189,212,2026-06-06,2026-08-15 15:58:34
8,0,OLD,20263761,플레이브 아시아 투어 [대쉬: 퀀텀 리프] 앙코르 인 시네마,2026-06-03,78193000,1.2,24442000,45.5,472682000,3400,1063,45.5,20552,62,108,2026-06-06,2026-08-15 15:58:34
9,6,OLD,20263272,돌핀보이: 푸른 바다의 수호자,2026-06-03,29045450,0.4,23594850,432.9,92902150,3273,2602,387.8,10502,215,226,2026-06-06,2026-08-15 15:58:34
10,-5,OLD,20263941,마스터즈 오브 유니버스,2026-06-05,28721370,0.4,-10382730,-26.6,68959470,3170,-1445,-31.3,7911,210,248,2026-06-06,2026-08-15 15:58:34
