rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20249255,만약에 우리,2025-12-31,614923700,31.2,133024390,27.6,12809287700,61474,11578,23.2,1318905,1026,3650,2026-01-16,2026-08-15 16:12:50
2,0,OLD,20256396,아바타: 불과 재,2025-12-17,416704960,21.1,110053220,35.9,72536142790,32556,7005,27.4,6234350,1044,2448,2026-01-16,2026-08-15 16:12:50
3,0,OLD,20250188,하트맨,2026-01-14,205695220,10.4,45684870,28.6,672560420,22013,4203,23.6,73010,814,2700,2026-01-16,2026-08-15 16:12:50
4,0,OLD,20247457,신의악단,2025-12-31,192378990,9.7,43917130,29.6,3221429890,19528,3630,22.8,340570,615,1207,2026-01-16,2026-08-15 16:12:50
5,1,OLD,20252432,주토피아 2,2025-11-26,135949090,6.9,26056710,23.7,80649985630,14118,2351,20,8381682,664,1204,2026-01-16,2026-08-15 16:12:50
6,-1,OLD,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,121085890,6.1,-3826170,-3.1,528960740,13466,-1080,-7.4,59247,721,1205,2026-01-16,2026-08-15 16:12:50
7,0,OLD,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,60431960,3.1,10468780,21,7876189720,6030,793,15.1,813912,405,619,2026-01-16,2026-08-15 16:12:50
8,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,28615900,1.4,-3540600,-11,51444299805,2049,-282,-12.1,4913247,57,137,2026-01-16,2026-08-15 16:12:50
9,0,OLD,20246546,보이,2026-01-14,16426000,0.8,-1089500,-6.2,69394420,1990,-195,-8.9,8341,134,167,2026-01-16,2026-08-15 16:12:50
10,0,OLD,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,16404650,0.8,-1272950,-7.2,4420876380,1724,-170,-9,465532,186,205,2026-01-16,2026-08-15 16:12:50
