rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,1976592280,56.5,679510770,52.4,29205347850,182224,56792,45.3,2686145,1854,7389,2026-05-29,2026-08-11 11:43:06
2,0,OLD,20263030,백룸,2026-05-27,657402110,18.8,294499970,81.2,1555908140,57805,24572,73.9,145669,773,1851,2026-05-29,2026-08-11 11:43:06
3,0,OLD,20259626,마이클,2026-05-13,261377230,7.5,67404320,34.7,14250476740,23414,4835,26,1281661,771,1811,2026-05-29,2026-08-11 11:43:06
4,0,OLD,20258236,만달로리안과 그로구,2026-05-27,191356780,5.5,48732430,34.2,648281660,15000,2963,24.6,54671,699,1670,2026-05-29,2026-08-11 11:43:06
5,88,OLD,20263512,이상한 과자 가게 전천당,2026-05-29,57947950,1.7,57887100,95130.8,80011150,6683,6677,111283.3,8630,485,738,2026-05-29,2026-08-11 11:43:06
6,3,OLD,20248252,와일드 씽,2026-06-03,61953000,1.8,44056000,246.2,107993000,6217,4229,212.7,11294,33,33,2026-05-29,2026-08-11 11:43:06
7,0,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,47553490,1.4,9017140,23.4,15980213730,4255,560,15.2,1577680,265,390,2026-05-29,2026-08-11 11:43:06
8,0,OLD,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-20,31051750,0.9,5054950,19.4,433739950,2538,263,11.6,37742,138,166,2026-05-29,2026-08-11 11:43:06
9,1,OLD,20258837,뒷자리에 태워줘,2026-05-27,18367900,0.5,4335250,30.9,68859650,1715,81,5,7023,140,187,2026-05-29,2026-08-11 11:43:06
10,2,OLD,20262975,신극장판 은혼: 요시와라 대염상,2026-05-20,18956200,0.5,2544180,15.5,657093430,1628,125,8.3,58128,140,155,2026-05-29,2026-08-11 11:43:06
