rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,1264396430,79.8,-3442117710,-73.1,131272503940,133935,-344198,-72,13601624,1946,8102,2026-03-16,2026-08-15 16:05:05
2,0,OLD,20256283,호퍼스,2026-03-04,82666840,5.2,-661462720,-88.9,5352062560,8186,-67702,-89.2,539346,598,1436,2026-03-16,2026-08-15 16:05:05
3,0,OLD,20232662,삼악도,2026-03-11,37192600,2.3,-92155300,-71.2,567740600,3743,-9617,-72,61128,228,638,2026-03-16,2026-08-15 16:05:05
4,1,OLD,20241266,휴민트,2026-02-11,33889800,2.1,-20106680,-37.2,19892596770,3285,-2074,-38.7,1970886,429,670,2026-03-16,2026-08-15 16:05:05
5,3,OLD,20060033,오만과 편견,2006-03-24,14318700,0.9,-13634400,-48.8,5681755500,1410,-1239,-46.8,899522,144,301,2026-03-16,2026-08-15 16:05:05
6,7,OLD,20241501,매드 댄스 오피스,2026-03-04,9509000,0.6,-5286400,-35.7,389673110,1220,-570,-31.8,44530,206,257,2026-03-16,2026-08-15 16:05:05
7,7,OLD,20250365,햄넷,2026-02-25,9790870,0.6,-7104830,-42.1,530055400,1015,-679,-40.1,55081,82,91,2026-03-16,2026-08-15 16:05:05
8,8,OLD,20261694,투어스 브이알 콘서트 : 러쉬로드,2026-03-04,30656000,1.9,-7904000,-20.5,451495500,958,-247,-20.5,14225,1,8,2026-03-16,2026-08-15 16:05:05
9,1,OLD,20250428,센티멘탈 밸류,2026-02-18,8307700,0.5,-11886320,-58.9,598089130,858,-1082,-55.8,60565,58,70,2026-03-16,2026-08-15 16:05:05
10,-4,OLD,20247457,신의악단,2025-12-31,7677400,0.5,-23906800,-75.7,13650336960,851,-2745,-76.3,1433024,123,140,2026-03-16,2026-08-15 16:05:05
