rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20259781,토이 스토리 5,2026-06-17,624753060,44.8,-2321180000,-78.8,9703421700,59378,-227657,-79.3,931759,1399,5599,2026-06-22,2026-08-15 15:58:07
2,0,OLD,20252402,군체,2026-05-21,256198950,18.4,-396219280,-60.7,58577593130,25259,-37860,-60,5552765,867,2671,2026-06-22,2026-08-15 15:58:07
3,0,OLD,20248252,와일드 씽,2026-06-03,155070570,11.1,-298569040,-65.8,10839435110,16114,-29685,-64.8,1116657,714,2131,2026-06-22,2026-08-15 15:58:07
4,0,OLD,20263030,백룸,2026-05-27,121440000,8.7,-125901780,-50.9,11705100960,11277,-11167,-49.8,1098023,514,949,2026-06-22,2026-08-15 15:58:07
5,1,OLD,20250655,디스클로저 데이,2026-06-10,26499480,1.9,-33893630,-56.1,2653413580,2658,-3288,-55.3,245912,424,571,2026-06-22,2026-08-15 15:58:07
6,-1,OLD,20248484,신사: 악귀의 속삭임,2026-06-17,23123550,1.7,-54325550,-70.1,369020950,2332,-4641,-66.6,35750,196,320,2026-06-22,2026-08-15 15:58:07
7,2,OLD,20261766,상자 속의 양,2026-06-10,18763300,1.3,-5965200,-24.1,598607400,2158,-422,-16.4,65870,203,237,2026-06-22,2026-08-15 15:58:07
8,0,OLD,20149629,비긴 어게인,2014-08-13,22551900,1.6,-15075200,-40.1,29792973721,2025,-1217,-37.5,3731421,114,202,2026-06-22,2026-08-15 15:58:07
9,-2,OLD,20259626,마이클,2026-05-13,19384680,1.4,-26415310,-57.7,17749509820,1875,-2460,-56.7,1613751,201,264,2026-06-22,2026-08-15 15:58:07
10,3,OLD,19960126,비포 선라이즈,1996-03-30,11861400,0.8,-11854600,-50,892081006,1135,-768,-40.4,99870,100,130,2026-06-22,2026-08-15 15:58:07
