rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,1903659490,83.9,-4961932590,-72.3,112915448170,203138,-496321,-71,11706772,1816,7356,2026-03-09,2026-08-11 11:43:54
2,0,OLD,20256283,호퍼스,2026-03-04,114331050,5.0,-914331490,-88.9,3242389110,11332,-94645,-89.3,326508,690,1835,2026-03-09,2026-08-11 11:43:54
3,0,OLD,20241266,휴민트,2026-02-11,57277220,2.5,-106676360,-65.1,19562972800,5633,-9864,-63.7,1937831,509,865,2026-03-09,2026-08-11 11:43:54
4,1,OLD,20241501,매드 댄스 오피스,2026-03-04,17319500,0.8,-27451940,-61.3,259700550,2025,-2873,-58.7,28998,368,488,2026-03-09,2026-08-11 11:43:54
5,3,OLD,20259583,초속 5센티미터,2026-02-25,16330000,0.7,-9781480,-37.5,782278190,1793,-738,-29.2,81933,202,236,2026-03-09,2026-08-11 11:43:54
6,1,OLD,20250365,햄넷,2026-02-25,14201300,0.6,-14907270,-51.2,442185330,1450,-1373,-48.6,46092,153,178,2026-03-09,2026-08-11 11:43:54
7,3,OLD,20258444,브라이드!,2026-03-04,12243470,0.5,-12656530,-50.8,212391280,1286,-939,-42.2,20611,277,366,2026-03-09,2026-08-11 11:43:54
8,-4,OLD,20247457,신의악단,2025-12-31,11442470,0.5,-38475030,-77.1,13550816350,1245,-4474,-78.2,1421881,163,188,2026-03-09,2026-08-11 11:43:54
9,9,OLD,20261694,투어스 브이알 콘서트 : 러쉬로드,2026-03-04,37280000,1.6,-1344000,-3.5,214855500,1165,-42,-3.5,6830,1,8,2026-03-09,2026-08-11 11:43:54
10,2,OLD,20250428,센티멘탈 밸류,2026-02-18,9445770,0.4,-10696250,-53.1,505741210,979,-1039,-51.5,51402,74,86,2026-03-09,2026-08-11 11:43:54
