rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20254375,프레데터: 죽음의 땅,2025-11-05,174744020,23.0,-5497680,-3.1,2664509510,17068,-560,-3.2,255799,867,2890,2025-11-11,2026-08-15 16:16:51
2,0,OLD,20253852,퍼스트 라이드,2025-10-29,121505000,16.0,10999000,10,5589157830,13358,1284,10.6,603644,717,1962,2025-11-11,2026-08-15 16:16:51
3,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,113205100,14.9,-4165730,-3.5,31710688600,11108,-371,-3.2,2999991,664,1829,2025-11-11,2026-08-15 16:16:51
4,1,OLD,20256320,부고니아,2025-11-05,35657000,4.7,7037380,24.6,449127110,3731,846,29.3,45324,427,703,2025-11-11,2026-08-15 16:16:51
5,-1,OLD,20257570,8번 출구,2025-10-22,37817820,5.0,-6806980,-15.3,3973499770,3695,-921,-20,404672,463,763,2025-11-11,2026-08-15 16:16:51
6,2,OLD,20253340,구원자,2025-11-05,23522800,3.1,7855800,50.1,247548410,2769,949,52.1,27854,390,592,2025-11-11,2026-08-15 16:16:51
7,4,OLD,20258311,엄마를 버리러 갑니다,2025-11-05,17854300,2.4,4118100,30,157968700,2373,1004,73.3,17612,142,257,2025-11-11,2026-08-15 16:16:51
8,4,OLD,20257361,난징사진관,2025-11-05,18700600,2.5,9874200,111.9,183057420,2345,1346,134.7,20091,229,286,2025-11-11,2026-08-15 16:16:51
9,-2,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,20485380,2.7,2297580,12.6,60468188440,2070,234,12.7,5605354,284,330,2025-11-11,2026-08-15 16:16:51
10,-4,OLD,20247429,세계의 주인,2025-10-22,19595700,2.6,-1087400,-5.3,904965580,2062,-41,-1.9,94169,206,283,2025-11-11,2026-08-15 16:16:51
