rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20249255,만약에 우리,2025-12-31,325296230,29.5,-647013540,-66.5,19920254660,33426,-62835,-65.3,2034446,917,3302,2026-01-26,2026-08-11 11:44:19
2,0,OLD,20247457,신의악단,2025-12-31,228083070,20.7,-472236150,-67.4,6802485320,24253,-46866,-65.9,707706,660,1739,2026-01-26,2026-08-11 11:44:19
3,0,OLD,20256396,아바타: 불과 재,2025-12-17,164632820,14.9,-406938660,-71.2,76849354550,13127,-31701,-70.7,6577967,682,1534,2026-01-26,2026-08-11 11:44:19
4,1,OLD,20249624,프로젝트 Y,2026-01-21,69245500,6.3,-156648850,-69.3,1076507360,7220,-14242,-66.4,109102,635,1656,2026-01-26,2026-08-11 11:44:19
5,1,OLD,20252432,주토피아 2,2025-11-26,51571800,4.7,-150357870,-74.5,82055860850,5435,-15078,-73.5,8525450,453,670,2026-01-26,2026-08-11 11:44:19
6,-2,OLD,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,32875670,3.0,-219317830,-87,2224509750,3685,-24222,-86.8,248834,415,596,2026-01-26,2026-08-11 11:44:19
7,1,OLD,20040549,천공의 성 라퓨타,2004-04-30,32623900,3.0,-57062270,-63.6,618571620,3338,-4930,-59.6,69120,386,556,2026-01-26,2026-08-11 11:44:19
8,-1,OLD,20250188,하트맨,2026-01-14,30107340,2.7,-98873660,-76.7,2164208850,3270,-9685,-74.8,231591,451,750,2026-01-26,2026-08-11 11:44:19
9,2,OLD,20259552,시라트,2026-01-21,25203100,2.3,-19769620,-44,253198980,2583,-1806,-41.1,25518,188,236,2026-01-26,2026-08-11 11:44:19
10,0,OLD,20050082,이터널 선샤인,2005-11-10,21255700,1.9,-26744900,-55.7,4484055492,2108,-2565,-54.9,573414,95,167,2026-01-26,2026-08-11 11:44:19
