rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20262770,스파이더맨: 브랜드 뉴 데이,2026-07-29,9697312810,80.9,3900487860,67.3,27082628950,901580,375250,71.3,2561990,2409,10152,2026-08-01,2026-08-11 11:42:30
2,0,OLD,20233219,호프,2026-07-15,1403300900,11.7,567632100,67.9,43077979680,136417,54921,67.4,3992655,957,2724,2026-08-01,2026-08-11 11:42:30
3,0,OLD,20261784,미니언즈 & 몬스터즈,2026-07-15,211440510,1.8,21218580,11.2,6935364100,22173,2131,10.6,690912,715,1091,2026-08-01,2026-08-11 11:42:30
4,0,OLD,20259946,모아나,2026-07-08,124133850,1.0,11528250,10.2,10502690130,12729,1099,9.4,987186,465,626,2026-08-01,2026-08-11 11:42:30
5,0,NEW,20262381,사랑의 하츄핑: 고래보석의 전설,2026-08-05,127985600,1.1,127985600,100,181687600,10681,10681,100,16189,76,91,2026-08-01,2026-08-11 11:42:30
6,-1,OLD,20259781,토이 스토리 5,2026-06-17,100129740,0.8,-1910980,-1.9,29836223200,9940,-440,-4.2,2900656,367,455,2026-08-01,2026-08-11 11:42:30
7,-1,OLD,20262902,다윗,2026-07-10,85172890,0.7,25748890,43.3,2469146810,8795,2523,40.2,253432,253,285,2026-08-01,2026-08-11 11:42:30
8,-1,OLD,20264148,어떻게 해야 했을까?,2026-07-29,64192100,0.5,18523400,40.6,186868020,6224,1873,43,18574,67,110,2026-08-01,2026-08-11 11:42:30
9,-1,OLD,20242402,눈동자,2026-06-24,28515200,0.2,3039850,11.9,15836622200,2646,271,11.4,1535035,160,187,2026-08-01,2026-08-11 11:42:30
10,-1,OLD,20264665,드림 애니멀즈: 더무비,2026-07-24,12517310,0.1,-5375960,-30,362580450,1365,-578,-29.7,40585,130,134,2026-08-01,2026-08-11 11:42:30
