rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20254121,살목지,2026-04-08,2188439110,51.2,1150147260,110.8,13464903820,211494,112528,113.7,1300181,1511,6142,2026-04-18,2026-08-11 11:43:31
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,871270050,20.4,483554660,124.7,25241614090,76956,44064,134,2237231,1053,2832,2026-04-18,2026-08-11 11:43:31
3,0,OLD,20242837,왕과 사는 남자,2026-02-04,445427830,10.4,213881360,92.4,159770787840,43814,19895,83.2,16552288,807,2200,2026-04-18,2026-08-11 11:43:31
4,0,OLD,20247648,내 이름은,2026-04-15,223015860,5.2,80195070,56.2,705764170,23796,7604,47,79176,694,1454,2026-04-18,2026-08-11 11:43:31
5,1,OLD,20262907,고트: 더 레전드,2026-04-17,68904800,1.6,47495550,221.8,91673050,7729,5257,212.7,10352,505,789,2026-04-18,2026-08-11 11:43:31
6,-1,OLD,20070602,마녀배달부 키키,2007-11-22,91162220,2.1,48802150,115.2,861564384,7306,3390,86.6,91828,361,450,2026-04-18,2026-08-11 11:43:31
7,1,OLD,20262383,쉘터,2026-04-15,22799600,0.5,6582800,40.6,82998500,3125,834,36.4,12045,167,243,2026-04-18,2026-08-11 11:43:31
8,1,OLD,19980231,트루먼 쇼,1998-10-24,31815600,0.7,13501250,73.7,230105050,2557,933,57.5,27438,88,138,2026-04-18,2026-08-11 11:43:31
9,-2,OLD,20262639,노멀,2026-04-17,17827450,0.4,780600,4.6,38616800,2471,105,4.4,5369,133,239,2026-04-18,2026-08-11 11:43:31
10,5,OLD,20249507,극장판 하이큐!! 쓰레기장의 결전,2024-05-15,28963600,0.7,16656600,135.3,7728897467,2244,1331,145.8,752424,92,113,2026-04-18,2026-08-11 11:43:31
