rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20259781,토이 스토리 5,2026-06-17,2053814940,48.4,-265642950,-11.5,16687127870,201956,-24089,-10.7,1617323,1705,6806,2026-06-28,2026-08-11 11:42:48
2,0,OLD,20242402,눈동자,2026-06-24,922439440,21.7,-54848360,-5.6,3078686500,88921,-6107,-6.4,305222,955,2774,2026-06-28,2026-08-11 11:42:48
3,0,OLD,20252402,군체,2026-05-21,346105620,8.2,-86610520,-20,60227132420,33363,-7710,-18.8,5713996,799,1837,2026-06-28,2026-08-11 11:42:48
4,0,OLD,20248252,와일드 씽,2026-06-03,227928600,5.4,-53055790,-18.9,11962064200,23281,-5153,-18.1,1234039,704,1483,2026-06-28,2026-08-11 11:42:48
5,0,OLD,20250489,슈퍼걸,2026-06-24,204673270,4.8,-77967410,-27.6,1163016870,19591,-6765,-25.7,111847,773,1864,2026-06-28,2026-08-11 11:42:48
6,0,OLD,20263030,백룸,2026-05-27,112966220,2.7,-24074360,-17.6,12312670620,10180,-2269,-18.2,1153953,370,566,2026-06-28,2026-08-11 11:42:48
7,0,OLD,20246318,해피엔드,2025-04-30,33665900,0.8,-1796100,-5.1,1435319200,2546,-120,-4.5,143878,71,82,2026-06-28,2026-08-11 11:42:48
8,1,OLD,20248484,신사: 악귀의 속삭임,2026-06-17,29405100,0.7,-1443500,-4.7,473174600,2438,-132,-5.1,45711,102,129,2026-06-28,2026-08-11 11:42:48
9,-1,OLD,20264241,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-26,57575000,1.4,-8400000,-12.7,207375000,2303,-336,-12.7,8295,42,60,2026-06-28,2026-08-11 11:42:48
10,0,OLD,20261524,짝사랑 세계,2026-06-24,20461520,0.5,-780140,-3.7,94271970,2225,-135,-5.7,11606,131,201,2026-06-28,2026-08-11 11:42:48
