rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252432,주토피아 2,2025-11-26,1338676570,72.4,-126155410,-8.6,22956861260,141447,-11137,-7.3,2400897,1919,7842,2025-12-02,2026-08-15 16:16:37
2,0,OLD,20258383,나우 유 씨 미 3,2025-11-12,132195700,7.2,-17236370,-11.5,12144206180,14702,-1519,-9.4,1283015,728,1798,2025-12-02,2026-08-15 16:16:37
3,0,OLD,20255381,위키드: 포 굿,2025-11-19,115043700,6.2,-1216230,-1,8286588530,11803,-75,-0.6,805609,826,1708,2025-12-02,2026-08-15 16:16:37
4,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,52289750,2.8,-1908300,-3.5,35332805490,5247,-176,-3.2,3360353,450,631,2025-12-02,2026-08-15 16:16:37
5,0,OLD,20257161,국보,2025-11-19,46754660,2.5,-1037160,-2.2,1180101470,5142,-108,-2.1,125718,373,526,2025-12-02,2026-08-15 16:16:37
6,0,OLD,20247429,세계의 주인,2025-10-22,16807760,0.9,759260,4.7,1517628170,1850,116,6.7,156948,126,201,2025-12-02,2026-08-15 16:16:37
7,0,OLD,20242374,한란,2025-11-26,12720200,0.7,2107900,19.9,145939610,1702,424,33.2,18305,226,288,2025-12-02,2026-08-15 16:16:37
8,0,NEW,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,15773800,0.9,15773800,100,35871940,1286,1286,100,2945,26,26,2025-12-02,2026-08-15 16:16:37
9,0,OLD,20125316,석류의 빛깔 ,2025-11-26,8596600,0.5,-241000,-2.7,120102700,937,7,0.8,11982,54,69,2025-12-02,2026-08-15 16:16:37
10,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,8775750,0.5,-150950,-1.7,61054356370,909,-15,-1.6,5664530,80,90,2025-12-02,2026-08-15 16:16:37
