rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20258383,나우 유 씨 미 3,2025-11-12,499772220,49.4,-1032856590,-67.4,6092339720,53445,-105401,-66.4,640188,1196,4755,2025-11-17,2026-08-15 16:16:47
2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,138025220,13.6,-225010880,-62,33476463050,14123,-20970,-59.8,3172772,640,1803,2025-11-17,2026-08-15 16:16:47
3,0,OLD,20254375,프레데터: 죽음의 땅,2025-11-05,87204340,8.6,-188289120,-68.3,3759078000,9207,-18777,-67.1,368096,577,1650,2025-11-17,2026-08-15 16:16:47
4,0,OLD,20253852,퍼스트 라이드,2025-10-29,62583220,6.2,-109876350,-63.7,6459295540,7122,-11077,-60.9,698039,555,1271,2025-11-17,2026-08-15 16:16:47
5,1,OLD,20257570,8번 출구,2025-10-22,22036700,2.2,-51656550,-70.1,4287412190,2606,-4657,-64.1,436410,368,519,2025-11-17,2026-08-15 16:16:47
6,4,OLD,20256320,부고니아,2025-11-05,20273600,2.0,-18884060,-48.2,631126850,2074,-1713,-45.2,63275,241,304,2025-11-17,2026-08-15 16:16:47
7,4,OLD,20247429,세계의 주인,2025-10-22,19155700,1.9,-17788450,-48.1,1067440350,2071,-1628,-44,110631,184,246,2025-11-17,2026-08-15 16:16:47
8,-3,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,19098240,1.9,-54225460,-74,60708272810,1988,-5385,-73,5629568,268,311,2025-11-17,2026-08-15 16:16:47
9,3,OLD,20247693,위키드,2024-11-20,11454500,1.1,-14451200,-55.8,22487565570,1273,-1571,-55.2,2279391,105,131,2025-11-17,2026-08-15 16:16:47
10,-1,OLD,20090284,코렐라인,2009-05-21,10574700,1.0,-30757700,-74.4,3371363800,1122,-3103,-73.4,418433,139,200,2025-11-17,2026-08-15 16:16:47
