rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,1841999690,73.0,-3712147060,-66.8,58332476370,195470,-372818,-65.6,6024265,1756,7273,2026-02-23,2026-08-15 16:05:57
2,0,OLD,20241266,휴민트,2026-02-11,327488800,13.0,-584660730,-64.1,16294806630,32115,-55892,-63.5,1611121,921,3101,2026-02-23,2026-08-15 16:05:57
3,1,OLD,20252373,넘버원,2026-02-11,47802850,1.9,-109989250,-69.7,2354648750,5276,-10739,-67.1,244688,496,762,2026-02-23,2026-08-15 16:05:57
4,-1,OLD,20247457,신의악단,2025-12-31,43174450,1.7,-133666210,-75.6,12920394870,4667,-14219,-75.3,1353312,417,631,2026-02-23,2026-08-15 16:05:57
5,0,OLD,20261208,귀신 부르는 앱: 영,2026-02-18,45899900,1.8,-72373200,-61.2,666306700,4474,-6917,-60.7,64897,182,346,2026-02-23,2026-08-15 16:05:57
6,0,OLD,20261150,점보,2026-02-18,22270150,0.9,-64558380,-74.4,372046020,2584,-7223,-73.7,41553,281,306,2026-02-23,2026-08-15 16:05:57
7,0,OLD,20249255,만약에 우리,2025-12-31,24189200,1.0,-19135900,-44.2,25402831440,2328,-1788,-43.4,2592273,257,350,2026-02-23,2026-08-15 16:05:57
8,0,OLD,20250428,센티멘탈 밸류,2026-02-18,17870070,0.7,-18597980,-51,227809910,1915,-1626,-45.9,22754,179,207,2026-02-23,2026-08-15 16:05:57
9,0,NEW,20250301,판결,2026-02-25,11346000,0.4,11346000,100,37271000,1259,1259,100,4001,7,7,2026-02-23,2026-08-15 16:05:57
10,0,NEW,20261181,너자 2,2026-02-25,8120000,0.3,8120000,100,35221000,1160,1160,100,3203,9,9,2026-02-23,2026-08-15 16:05:57
