rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,446688550,38.7,-77963890,-14.9,51109124310,44397,-7634,-14.7,4823952,1412,5188,2026-06-09,2026-08-11 11:42:59
2,0,OLD,20248252,와일드 씽,2026-06-03,282266420,24.5,-14996770,-5,5863470900,30279,-1423,-4.5,605693,1050,3729,2026-06-09,2026-08-11 11:42:59
3,0,OLD,20263030,백룸,2026-05-27,168838540,14.6,-17899520,-9.6,8854199190,16153,-1685,-9.4,833614,739,2049,2026-06-09,2026-08-11 11:42:59
4,0,OLD,20259626,마이클,2026-05-13,67274370,5.8,6154070,10.1,17105139360,6737,513,8.2,1553101,516,798,2026-06-09,2026-08-11 11:42:59
5,0,OLD,20258236,만달로리안과 그로구,2026-05-27,23745470,2.1,3404920,16.7,2385038060,2372,416,21.3,196167,263,334,2026-06-09,2026-08-11 11:42:59
6,0,OLD,20263941,마스터즈 오브 유니버스,2026-06-05,11334050,1.0,151000,1.4,113068440,1341,37,2.8,12968,196,221,2026-06-09,2026-08-11 11:42:59
7,0,OLD,20040734,노트북,2004-11-26,14705000,1.3,1660300,12.7,6524044290,1319,149,12.7,841920,76,120,2026-06-09,2026-08-11 11:42:59
8,26,OLD,20263262,맘보 점보,2026-06-03,8259500,0.7,7411600,874.1,54050850,1166,1055,950.5,6125,34,34,2026-06-09,2026-08-11 11:42:59
9,1,OLD,20263512,이상한 과자 가게 전천당,2026-05-29,8904650,0.8,1994500,28.9,1261905330,1107,294,36.2,138737,217,237,2026-06-09,2026-08-11 11:42:59
10,-1,OLD,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-20,8527400,0.7,-1527050,-15.2,699184950,865,-158,-15.4,62570,75,89,2026-06-09,2026-08-11 11:42:59
