rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,313116700,31.4,-40285180,-11.4,10120661370,31480,-4029,-11.3,1026104,1173,3792,2026-05-07,2026-08-15 16:00:48
2,0,OLD,20254121,살목지,2026-04-08,185687020,18.6,-27340090,-12.8,29436401940,18283,-2705,-12.9,2875445,929,2748,2026-05-07,2026-08-15 16:00:48
3,0,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,101582780,10.2,-27666410,-21.4,10937997390,10471,-3052,-22.6,1134673,880,2003,2026-05-07,2026-08-15 16:00:48
4,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,98177580,9.8,-7817810,-7.4,30846589690,8492,-789,-8.5,2724416,543,859,2026-05-07,2026-08-15 16:00:48
5,0,NEW,20259626,마이클,2026-05-13,73401000,7.4,73401000,100,144057000,8113,8113,100,15115,45,45,2026-05-07,2026-08-15 16:00:48
6,-1,OLD,20240532,짱구,2026-04-22,49583740,5.0,-15311530,-23.6,3349947380,5142,-1939,-27.4,345347,457,734,2026-05-07,2026-08-15 16:00:48
7,-1,OLD,20242837,왕과 사는 남자,2026-02-04,34783450,3.5,4633650,15.4,162276286850,3922,623,18.9,16810754,361,494,2026-05-07,2026-08-15 16:00:48
8,0,OLD,20262685,란 12.3,2026-04-22,22746200,2.3,1707900,8.1,2192213500,2431,204,9.2,219462,275,381,2026-05-07,2026-08-15 16:00:48
9,-2,OLD,20262947,모탈 컴뱃 2,2026-05-06,17902650,1.8,-9760600,-35.3,47059900,1706,-837,-32.9,4415,358,515,2026-05-07,2026-08-15 16:00:48
10,1,OLD,20247648,내 이름은,2026-04-15,13816050,1.4,-1926850,-12.2,1783961130,1592,-153,-8.8,199603,126,167,2026-05-07,2026-08-15 16:00:48
