rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,1940977120,57.2,259402640,15.4,23918310570,217627,65322,42.9,2234377,2155,6877,2025-08-27,2026-08-15 16:19:27
2,0,OLD,20241941,좀비딸,2025-07-30,440955280,13.0,181929040,70.2,48466994870,57529,29946,108.6,5117592,865,2092,2025-08-27,2026-08-15 16:19:27
3,0,OLD,20254501,F1 더 무비,2025-06-25,347637610,10.2,156387960,81.8,49353906810,43315,24035,124.7,4588198,742,1319,2025-08-27,2026-08-15 16:19:27
4,29,OLD,20256202,노바디2,2025-08-27,128823800,3.8,127612800,10537.8,156991800,17097,16924,9782.7,21121,331,945,2025-08-27,2026-08-15 16:19:27
5,0,NEW,20256281,첫사랑 엔딩,2025-08-27,125520740,3.7,125520740,100,125520740,15615,15615,100,15615,489,717,2025-08-27,2026-08-15 16:19:27
6,-1,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,66291140,2.0,4069450,6.5,2128832000,8226,2137,35.1,209563,277,367,2025-08-27,2026-08-15 16:19:27
7,-3,OLD,20210546,악마가 이사왔다,2025-08-13,54868600,1.6,727400,1.3,3776735850,7109,944,15.3,397271,363,446,2025-08-27,2026-08-15 16:19:27
8,0,NEW,20256185,프리키 프라이데이 2,2025-08-27,49495500,1.5,49495500,100,56465500,6244,6244,100,6941,416,601,2025-08-27,2026-08-15 16:19:27
9,0,NEW,20256301,그랑 메종 파리,2025-08-27,21364500,0.6,21364500,100,24118500,3098,3098,100,3404,135,217,2025-08-27,2026-08-15 16:19:27
10,0,OLD,20251543,독립군: 끝나지 않은 전쟁,2025-08-13,18799900,0.6,8095100,75.6,328674520,2431,1261,107.8,36429,95,100,2025-08-27,2026-08-15 16:19:27
