rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,2,OLD,20254121,살목지,2026-04-08,994936100,31.6,520487200,109.7,22940153820,102147,43097,73,2238028,957,2477,2026-04-30,2026-08-15 16:01:11
2,-1,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,1000524880,31.8,-227550750,-18.5,2237609510,101438,-49329,-32.7,253206,1540,6202,2026-04-30,2026-08-15 16:01:11
3,-1,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,462243870,14.7,-54121280,-10.5,1016723020,47020,-13413,-22.2,110480,1162,4000,2026-04-30,2026-08-15 16:01:11
4,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,181900540,5.8,58290800,47.2,28848562520,16797,3404,25.4,2553514,449,606,2026-04-30,2026-08-15 16:01:11
5,0,OLD,20240532,짱구,2026-04-22,147456310,4.7,39931560,37.1,2152603650,16278,3041,23,224597,539,886,2026-04-30,2026-08-15 16:01:11
6,0,OLD,20262685,란 12.3,2026-04-22,65626860,2.1,13782100,26.6,1629144830,7005,1003,16.7,161945,373,514,2026-04-30,2026-08-15 16:01:11
7,0,OLD,20242837,왕과 사는 남자,2026-02-04,60838460,1.9,12695960,26.4,161599766060,6652,804,13.7,16741081,271,370,2026-04-30,2026-08-15 16:01:11
8,0,NEW,20259626,마이클,2026-05-13,60048000,1.9,60048000,100,70656000,6378,6378,100,7002,34,34,2026-04-30,2026-08-15 16:01:11
9,-1,OLD,20247648,내 이름은,2026-04-15,39611900,1.3,-3618950,-8.4,1611438370,4506,-1246,-21.7,181015,212,297,2026-04-30,2026-08-15 16:01:11
10,0,OLD,20070602,마녀배달부 키키,2007-11-22,33607350,1.1,16538290,96.9,1203882194,2882,845,41.5,122855,76,85,2026-04-30,2026-08-15 16:01:11
