rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20249255,만약에 우리,2025-12-31,425771420,32.2,-44637420,-9.5,16255872510,43769,-4262,-8.9,1665635,1006,3581,2026-01-20,2026-08-15 16:12:48
2,0,OLD,20247457,신의악단,2025-12-31,227419220,17.2,-2002080,-0.9,4635386780,24077,-100,-0.4,484135,644,1454,2026-01-20,2026-08-15 16:12:48
3,0,OLD,20256396,아바타: 불과 재,2025-12-17,216511390,16.4,-20069160,-8.5,74793656050,18196,-1618,-8.2,6416843,956,2071,2026-01-20,2026-08-15 16:12:48
4,0,OLD,20250188,하트맨,2026-01-14,108403260,8.2,745060,0.7,1691366780,12143,414,3.5,182063,675,2016,2026-01-20,2026-08-15 16:12:48
5,0,OLD,20252432,주토피아 2,2025-11-26,80353170,6.1,4568100,6,81387626030,8350,530,6.8,8456693,580,1047,2026-01-20,2026-08-15 16:12:48
6,0,OLD,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,60149900,4.6,-2583740,-4.1,1556644890,6960,-238,-3.3,174203,581,1051,2026-01-20,2026-08-15 16:12:48
7,0,OLD,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,37325100,2.8,1047980,2.9,8166109340,3811,94,2.5,843211,368,579,2026-01-20,2026-08-15 16:12:48
8,1,OLD,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,14413000,1.1,820900,6,4523199260,1542,132,9.4,476133,175,201,2026-01-20,2026-08-15 16:12:48
9,4,OLD,20246546,보이,2026-01-14,11725700,0.9,6569900,127.4,106456820,1526,873,133.7,12783,122,143,2026-01-20,2026-08-15 16:12:48
10,0,OLD,20228555,더 퍼스트 슬램덩크,2023-01-04,18295200,1.4,3803200,26.2,51553540705,1300,239,22.5,4920836,58,125,2026-01-20,2026-08-15 16:12:48
