rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,813518760,56.3,-163391950,-16.7,35837469450,73984,-14593,-16.5,3316279,1761,5784,2025-09-02,2026-08-15 16:18:54
2,0,OLD,20254501,F1 더 무비,2025-06-25,186635840,12.9,-6282830,-3.3,51513647610,18309,-1018,-5.3,4798020,730,1553,2025-09-02,2026-08-15 16:18:54
3,0,OLD,20241941,좀비딸,2025-07-30,154255280,10.7,-13924020,-8.3,50999907690,16746,-1010,-5.7,5381578,696,2039,2025-09-02,2026-08-15 16:18:54
4,0,OLD,20256281,첫사랑 엔딩,2025-08-27,62830300,4.3,6318450,11.2,723776770,6616,722,12.2,76847,452,671,2025-09-02,2026-08-15 16:18:54
5,0,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,31681200,2.2,-5694300,-15.2,2626935290,3114,-534,-14.6,257318,265,370,2025-09-02,2026-08-15 16:18:54
6,1,OLD,20210546,악마가 이사왔다,2025-08-13,26802700,1.9,8331600,45.1,4008494110,2939,1000,51.6,422104,293,371,2025-09-02,2026-08-15 16:18:54
7,-1,OLD,20256202,노바디2,2025-08-27,25001900,1.7,-7500,0,454345800,2668,11,0.4,51369,300,595,2025-09-02,2026-08-15 16:18:54
8,0,OLD,20256185,프리키 프라이데이 2,2025-08-27,21487300,1.5,4641300,27.6,243049650,2366,538,29.4,26750,342,444,2025-09-02,2026-08-15 16:18:54
9,8,OLD,20231024,온리 갓 노우즈 에브리띵,2025-08-22,6075500,0.4,2173400,55.7,203002120,749,278,59,23176,63,66,2025-09-02,2026-08-15 16:18:54
10,0,NEW,20030047,모노노케 히메,2003-04-25,10608000,0.7,10608000,100,15606000,624,624,100,1219,1,1,2025-09-02,2026-08-15 16:18:54
