rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,7,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,5674122640,82.1,5637024640,15195,6104066140,517922,515592,22128.4,543884,2298,8510,2025-08-22,2026-08-15 16:20:02
2,-1,OLD,20241941,좀비딸,2025-07-30,468655590,6.8,30263600,6.9,45306114020,48263,1265,2.7,4779599,888,2353,2025-08-22,2026-08-15 16:20:02
3,-1,OLD,20254501,F1 더 무비,2025-06-25,284507800,4.1,-157411550,-35.6,47348731290,27337,-11862,-30.3,4381466,602,1213,2025-08-22,2026-08-15 16:20:02
4,-1,OLD,20210546,악마가 이사왔다,2025-08-13,76451850,1.1,-64238930,-45.7,3247469600,8380,-7254,-46.4,342157,531,745,2025-08-22,2026-08-15 16:20:02
5,-1,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,88393020,1.3,-8703720,-9,1545726210,8285,-1178,-12.4,151205,261,363,2025-08-22,2026-08-15 16:20:02
6,13,OLD,20231024,온리 갓 노우즈 에브리띵,2025-08-22,38219600,0.6,32182000,533,63324200,4318,3443,393.5,7376,336,442,2025-08-22,2026-08-15 16:20:02
7,-1,OLD,20255937,어글리 시스터,2025-08-20,26733200,0.4,-1845500,-6.5,102644300,2531,-470,-15.7,10743,153,209,2025-08-22,2026-08-15 16:20:02
8,4,OLD,20251543,독립군: 끝나지 않은 전쟁,2025-08-13,18052900,0.3,5311820,41.7,240474020,2018,578,40.1,26296,149,168,2025-08-22,2026-08-15 16:20:02
9,1,OLD,20252680,스머프,2025-08-06,13798000,0.2,920700,7.1,1473084050,1904,204,12,166302,118,120,2025-08-22,2026-08-15 16:20:02
10,6,OLD,20254603,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,11416200,0.2,4389000,62.5,1998903410,1886,740,64.6,216604,61,65,2025-08-22,2026-08-15 16:20:02
