rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242402,눈동자,2026-06-24,941041030,37.7,438935280,87.4,5795637990,91438,40718,80.3,574293,1032,3483,2026-07-03,2026-08-11 11:42:46
2,0,OLD,20259781,토이 스토리 5,2026-06-17,745454220,29.9,299504790,67.2,19153123800,72725,27372,60.4,1862172,1160,4089,2026-07-03,2026-08-11 11:42:46
3,0,OLD,20252402,군체,2026-05-21,197652810,7.9,67195580,51.5,60993317030,19053,6044,46.5,5790270,682,1452,2026-07-03,2026-08-11 11:42:46
4,0,OLD,20263530,마티 슈프림,2026-07-01,112328290,4.5,8918290,8.6,432898590,10570,210,2,42331,656,1391,2026-07-03,2026-08-11 11:42:46
5,0,OLD,20248252,와일드 씽,2026-06-03,88140490,3.5,23363390,36.1,12367884470,8944,1957,28,1277314,606,1006,2026-07-03,2026-08-11 11:42:46
6,1,OLD,20263030,백룸,2026-05-27,66459970,2.7,26157000,64.9,12570370880,6085,2242,58.3,1178089,262,363,2026-07-03,2026-08-11 11:42:46
7,-1,OLD,20264056,그린랜드 2: 마이그레이션,2026-07-01,54036780,2.2,-2312600,-4.1,190463550,5656,-632,-10.1,20527,370,660,2026-07-03,2026-08-11 11:42:46
8,0,OLD,20264027,극장판 도라에몽: 신 진구의 해저비밀성,2026-07-01,45713650,1.8,17079450,59.6,140774550,5371,2214,70.1,16049,148,543,2026-07-03,2026-08-11 11:42:46
9,1,OLD,20250489,슈퍼걸,2026-06-24,24436400,1.0,380430,1.6,1361526260,2555,-12,-0.5,132518,412,516,2026-07-03,2026-08-11 11:42:46
10,-1,OLD,20264427,극장판 암살교실 모두의 시간,2026-07-01,26992200,1.1,-1560150,-5.5,107190350,2496,-184,-6.9,10021,137,201,2026-07-03,2026-08-11 11:42:46
