rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,2357291100,47.5,1227771820,108.7,40840533570,219105,118954,118.8,3777772,1576,5426,2025-09-06,2026-08-15 16:18:50
2,0,OLD,20256702,컨저링: 마지막 의식,2025-09-03,750656230,15.1,355010680,89.7,1834011020,72228,34026,89.1,178890,917,2213,2025-09-06,2026-08-15 16:18:50
3,0,OLD,20233039,살인자 리포트,2025-09-05,593778900,12.0,246494170,71,966173630,60626,24545,68,99497,752,2561,2025-09-06,2026-08-15 16:18:50
4,0,OLD,20254501,F1 더 무비,2025-06-25,389718510,7.8,214810590,122.8,52352079030,38671,21382,123.7,4881817,648,1344,2025-09-06,2026-08-15 16:18:50
5,0,OLD,20241941,좀비딸,2025-07-30,372593370,7.5,224841880,152.2,51773508950,38508,22785,144.9,5463398,761,1716,2025-09-06,2026-08-15 16:18:50
6,0,OLD,20256281,첫사랑 엔딩,2025-08-27,97001420,2.0,50450800,108.4,938639810,9976,5212,109.4,99126,273,381,2025-09-06,2026-08-15 16:18:50
7,0,OLD,20256071,투게더,2025-09-03,55155500,1.1,21909300,65.9,202727400,6046,2400,65.8,24711,227,530,2025-09-06,2026-08-15 16:18:50
8,9,OLD,20256741,아기돼지 3형제: 도넛별 대모험,2025-09-04,40827400,0.8,35335700,643.4,78410000,4613,3907,553.4,8658,267,302,2025-09-06,2026-08-15 16:18:50
9,0,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,38136000,0.8,19843820,108.5,2712044670,3688,1983,116.3,265576,142,188,2025-09-06,2026-08-15 16:18:50
10,15,OLD,20254275,킹 오브 킹스,2025-07-16,24189950,0.5,21449750,782.8,12268544726,2531,2171,603.1,1300533,86,89,2025-09-06,2026-08-15 16:18:50
