rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20259626,마이클,2026-05-13,1011694630,49.3,357964330,54.8,2904526580,86922,27887,47.2,264445,1718,6216,2026-05-15,2026-08-11 11:43:14
2,0,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,335660670,16.4,83096200,32.9,13514428600,30518,6609,27.6,1354159,843,2487,2026-05-15,2026-08-11 11:43:14
3,0,OLD,20254121,살목지,2026-04-08,221876930,10.8,97084760,77.8,31757904590,20009,8421,72.7,3098754,743,2011,2026-05-15,2026-08-11 11:43:14
4,0,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,90325930,4.4,33232550,58.2,13077390930,9229,3112,50.9,1355153,579,944,2026-05-15,2026-08-11 11:43:14
5,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,92849590,4.5,36722540,65.4,31974920770,8386,3194,61.5,2818153,414,598,2026-05-15,2026-08-11 11:43:14
6,0,OLD,20242837,왕과 사는 남자,2026-02-04,39141120,1.9,5508170,16.4,162686011620,4155,416,11.1,16854361,276,346,2026-05-15,2026-08-11 11:43:14
7,0,OLD,20252801,교생실습,2026-05-13,27754250,1.4,2880350,11.6,101364700,3378,-106,-3,12663,240,385,2026-05-15,2026-08-11 11:43:14
8,1,OLD,20040695,이프 온리,2004-10-29,37642710,1.8,9880610,35.6,7048730570,3187,713,28.8,1046295,231,328,2026-05-15,2026-08-11 11:43:14
9,-1,OLD,20240532,짱구,2026-04-22,31154620,1.5,3663020,13.3,3843812450,3080,195,6.8,394497,306,438,2026-05-15,2026-08-11 11:43:14
10,0,OLD,20194376,탑건: 매버릭,2022-06-22,39314500,1.9,14201700,56.6,88629414744,3061,974,46.7,8257311,131,204,2026-05-15,2026-08-11 11:43:14
