rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20256396,아바타: 불과 재,2025-12-17,1602159840,55.6,-2641486540,-62.2,48307925850,138756,-226207,-62,4175114,1875,5663,2025-12-29,2026-08-15 16:13:38
2,0,OLD,20252432,주토피아 2,2025-11-26,560483890,19.5,-989395530,-63.8,72706038720,59887,-99549,-62.4,7539709,1046,3523,2025-12-29,2026-08-15 16:13:38
3,0,OLD,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,318298920,11.1,-349559530,-52.3,3912618370,33497,-34311,-50.6,398904,772,2010,2025-12-29,2026-08-15 16:13:38
4,0,OLD,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,142676320,5.0,-268310950,-65.3,2814887470,15156,-27480,-64.5,292923,649,1442,2025-12-29,2026-08-15 16:13:38
5,0,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,51925840,1.8,-26468430,-33.8,1800430310,5870,-2719,-31.7,205273,304,352,2025-12-29,2026-08-15 16:13:38
6,1,OLD,20249326,윗집 사람들,2025-12-03,21647200,0.8,-7746840,-26.4,5251713700,2284,-616,-21.2,543089,155,202,2025-12-29,2026-08-15 16:13:38
7,1,OLD,20258621,척의 일생,2025-12-24,13754000,0.5,-5928300,-30.1,152555260,1476,-575,-28,15566,142,161,2025-12-29,2026-08-15 16:13:38
8,5,OLD,20255381,위키드: 포 굿,2025-11-19,12522700,0.4,-3313100,-20.9,9832178290,1308,-222,-14.5,963106,51,62,2025-12-29,2026-08-15 16:13:38
9,7,OLD,20257161,국보,2025-11-19,10480800,0.4,-2206950,-17.4,1811946770,1110,-165,-12.9,191245,28,37,2025-12-29,2026-08-15 16:13:38
10,0,NEW,20247457,신의악단,2025-12-31,9045000,0.3,9045000,100,38624000,1005,1005,100,4240,5,5,2025-12-29,2026-08-15 16:13:38
