rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20256396,아바타: 불과 재,2025-12-17,5835272470,65.4,-558842710,-8.7,20196332600,505234,-43326,-7.9,1745418,2369,7723,2025-12-21,2026-08-15 16:14:45
2,0,OLD,20252432,주토피아 2,2025-11-26,2385829700,26.7,-122020070,-4.9,61072975850,246819,-11272,-4.4,6334077,1304,4481,2025-12-21,2026-08-15 16:14:45
3,0,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,173624220,1.9,1481440,0.9,1192922400,19227,-30,-0.2,136810,600,802,2025-12-21,2026-08-15 16:14:45
4,0,OLD,20249326,윗집 사람들,2025-12-03,124181830,1.4,-24537930,-16.5,4870760940,12296,-2606,-17.5,504085,464,656,2025-12-21,2026-08-15 16:14:45
5,1,OLD,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,83625590,0.9,17380470,26.2,3462975720,8229,1319,19.1,340345,208,242,2025-12-21,2026-08-15 16:14:45
6,-1,OLD,20253906,프레디의 피자가게 2,2025-12-03,75421580,0.8,210200,0.3,2121587020,7770,-42,-0.5,215458,160,209,2025-12-21,2026-08-15 16:14:45
7,0,OLD,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,52782400,0.6,-5688230,-9.7,111253030,4802,-558,-10.4,10162,68,69,2025-12-21,2026-08-15 16:14:45
8,0,OLD,20254054,여행과 나날,2025-12-10,21193150,0.2,-7487050,-26.1,353410410,2203,-681,-23.6,37076,76,87,2025-12-21,2026-08-15 16:14:45
9,0,OLD,20255381,위키드: 포 굿,2025-11-19,21978400,0.2,-4169700,-15.9,9684761590,2178,-422,-16.2,947930,56,64,2025-12-21,2026-08-15 16:14:45
10,0,OLD,20257161,국보,2025-11-19,17783970,0.2,1792830,11.2,1707714020,1735,145,9.1,180616,42,43,2025-12-21,2026-08-15 16:14:45
