rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,1768402810,74.0,-51822980,-2.8,92375283010,189637,-4839,-2.5,9597390,1633,6464,2026-03-04,2026-08-11 11:43:57
2,0,NEW,20256283,호퍼스,2026-03-04,171315880,7.2,171315880,100,722798780,17155,17155,100,69566,788,2320,2026-03-04,2026-08-11 11:43:57
3,21,OLD,20258444,브라이드!,2026-03-04,72509440,3.0,67953440,1491.5,77065440,7478,7210,2690.3,7746,399,676,2026-03-04,2026-08-11 11:43:57
4,-2,OLD,20241266,휴민트,2026-02-11,69381720,2.9,-33967080,-32.9,18974806480,6837,-3919,-36.4,1881263,549,932,2026-03-04,2026-08-11 11:43:57
5,0,NEW,20241501,매드 댄스 오피스,2026-03-04,45384560,1.9,45384560,100,75342930,5420,5420,100,8350,484,885,2026-03-04,2026-08-11 11:43:57
6,0,NEW,20250875,우리는 매일매일,2026-03-04,21068300,0.9,21068300,100,26531300,2523,2523,100,3130,142,168,2026-03-04,2026-08-11 11:43:57
7,1,OLD,20261181,너자 2,2026-02-25,13898100,0.6,-695600,-4.8,407791300,2512,672,36.5,46134,107,139,2026-03-04,2026-08-11 11:43:57
8,0,NEW,20250413,다이 마이 러브,2026-03-04,17508600,0.7,17508600,100,17508600,2164,2164,100,2164,115,212,2026-03-04,2026-08-11 11:43:57
9,-3,OLD,20250365,햄넷,2026-02-25,18682300,0.8,-1940320,-9.4,327760480,1979,-252,-11.3,34648,164,196,2026-03-04,2026-08-11 11:43:57
10,9,OLD,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,17500900,0.7,14304800,447.6,790926800,1754,1441,460.4,75777,53,62,2026-03-04,2026-08-11 11:43:57
