rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,1325036530,32.6,-408725980,-23.6,48415969780,120133,-35976,-23,4465950,1241,3943,2025-09-14,2026-08-15 16:18:09
2,0,OLD,20242964,얼굴,2025-09-11,1149219950,28.3,-129703680,-10.1,3332937410,108274,-12079,-10,317230,957,3214,2025-09-14,2026-08-15 16:18:09
3,0,OLD,20254501,F1 더 무비,2025-06-25,193667830,4.8,-54403280,-21.9,53661759120,26381,-7234,-21.5,5039005,649,1136,2025-09-14,2026-08-15 16:18:09
4,1,OLD,20233039,살인자 리포트,2025-09-05,250152400,6.2,-70082100,-21.9,2974833750,23411,-6457,-21.6,297583,802,1718,2025-09-14,2026-08-15 16:18:09
5,-1,OLD,20256702,컨저링: 마지막 의식,2025-09-03,251811270,6.2,-112098850,-30.8,3841114490,22977,-9934,-30.2,365775,702,1379,2025-09-14,2026-08-15 16:18:09
6,0,OLD,20241941,좀비딸,2025-07-30,128093600,3.2,-17056500,-11.8,52683385990,18241,-2468,-11.9,5575293,564,813,2025-09-14,2026-08-15 16:18:09
7,0,OLD,20247245,홈캠,2025-09-10,139293600,3.4,-35411900,-20.3,579580500,13801,-3473,-20.1,62076,280,760,2025-09-14,2026-08-15 16:18:09
8,1,OLD,20257083,건국전쟁2 ,2025-09-10,63769400,1.6,6951400,12.2,210228450,6042,547,10,20849,336,419,2025-09-14,2026-08-15 16:18:09
9,-1,OLD,20030047,모노노케 히메,2003-04-25,109499500,2.7,-26676000,-19.6,607107000,5769,-1313,-18.5,33356,26,105,2025-09-14,2026-08-15 16:18:09
10,0,OLD,20256281,첫사랑 엔딩,2025-08-27,53445200,1.3,2374540,4.6,1267438360,5049,278,5.8,131102,165,220,2025-09-14,2026-08-15 16:18:09
