rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,2941919760,58.1,-203786100,-6.5,9488016870,308083,-19029,-5.8,1001089,1724,7292,2026-02-08,2026-08-11 11:44:11
2,0,OLD,20247457,신의악단,2025-12-31,473717660,9.4,124139770,35.5,10606637010,50022,13818,38.2,1115887,775,1490,2026-02-08,2026-08-11 11:44:11
3,0,OLD,20249255,만약에 우리,2025-12-31,309809740,6.1,-31896140,-9.3,24285986400,30125,-3424,-10.2,2484405,718,1545,2026-02-08,2026-08-11 11:44:11
4,0,OLD,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,289449390,5.7,-19135400,-6.2,1208607030,28593,-2219,-7.2,120480,419,760,2026-02-08,2026-08-11 11:44:11
5,0,OLD,20250878,노 머시: 90분,2026-02-04,123460180,2.4,-30183940,-19.6,597804910,11996,-3004,-20,60849,572,1078,2026-02-08,2026-08-11 11:44:11
6,0,OLD,20250604,극장판 엉덩이 탐정: 스타 앤드 문,2026-02-07,79331600,1.6,1775400,2.3,160979800,10111,72,0.7,20692,254,479,2026-02-08,2026-08-11 11:44:11
7,0,OLD,20256396,아바타: 불과 재,2025-12-17,108147600,2.1,-22486120,-17.2,78671544790,8440,-1101,-11.5,6724392,294,359,2026-02-08,2026-08-11 11:44:11
8,0,OLD,20250482,"신비아파트 10주년 극장판: 한 번 더, 소환",2026-01-14,77378350,1.5,8787530,12.8,2859772140,8313,936,12.7,319083,318,372,2026-02-08,2026-08-11 11:44:11
9,1,OLD,20252432,주토피아 2,2025-11-26,55268510,1.1,1898850,3.6,82670737390,5485,227,4.3,8589640,220,249,2026-02-08,2026-08-11 11:44:11
10,6,OLD,20261041,스트레이 키즈 : 더 도미네이트 익스피리언스,2026-02-04,131590000,2.6,72100000,121.2,331469000,4961,2664,116,12707,102,172,2026-02-08,2026-08-11 11:44:11
