rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20259781,토이 스토리 5,2026-06-17,2319457890,47.7,1534623150,195.5,14633312930,226045,151111,201.7,1415367,1734,7142,2026-06-27,2026-08-15 15:58:03
2,0,OLD,20242402,눈동자,2026-06-24,977287800,20.1,482308460,97.4,2156247060,95028,46032,94,216301,921,2830,2026-06-27,2026-08-15 15:58:03
3,0,OLD,20252402,군체,2026-05-21,432716140,8.9,206366890,91.2,59881145800,41073,19438,89.8,5680650,818,1948,2026-06-27,2026-08-15 15:58:03
4,0,OLD,20248252,와일드 씽,2026-06-03,280984390,5.8,124690010,79.8,11734135600,28434,12484,78.3,1210758,717,1567,2026-06-27,2026-08-15 15:58:03
5,0,OLD,20250489,슈퍼걸,2026-06-24,282640680,5.8,115414210,69,958343600,26356,10539,66.6,92256,806,2087,2026-06-27,2026-08-15 15:58:03
6,0,OLD,20263030,백룸,2026-05-27,137040580,2.8,48174630,54.2,12199704400,12449,4555,57.7,1143773,361,574,2026-06-27,2026-08-15 15:58:03
7,7,OLD,20246318,해피엔드,2025-04-30,35462000,0.7,19932700,128.4,1401653300,2666,1408,111.9,141332,76,84,2026-06-27,2026-08-15 15:58:03
8,-1,OLD,20264241,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-26,65975000,1.4,-17850000,-21.3,149800000,2639,-714,-21.3,5992,42,74,2026-06-27,2026-08-15 15:58:03
9,6,OLD,20248484,신사: 악귀의 속삭임,2026-06-17,30848600,0.6,21982200,247.9,443769500,2570,1538,149,43273,111,138,2026-06-27,2026-08-15 15:58:03
10,1,OLD,20261524,짝사랑 세계,2026-06-24,21241660,0.4,8939240,72.7,73810450,2360,828,54,9381,133,218,2026-06-27,2026-08-15 15:58:03
