rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20256396,아바타: 불과 재,2025-12-17,3220659150,60.9,-4094322960,-56,37579524970,271858,-368433,-57.5,3254744,2034,6322,2025-12-26,2026-08-15 16:13:58
2,0,OLD,20252432,주토피아 2,2025-11-26,1041885560,19.7,-3178175550,-75.3,68815752860,108312,-322990,-74.9,7138350,1235,4139,2025-12-26,2026-08-15 16:13:58
3,0,OLD,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,448726140,8.5,-707706750,-61.2,2244694190,46119,-69149,-60,228182,818,1936,2025-12-26,2026-08-15 16:13:58
4,0,OLD,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,242437340,4.6,-838030390,-77.6,1806351570,24797,-88803,-78.2,188094,740,1612,2025-12-26,2026-08-15 16:13:58
5,0,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,47969600,0.9,-209889260,-81.4,1585849960,5373,-22638,-80.8,181635,349,396,2025-12-26,2026-08-15 16:13:58
6,0,OLD,20249326,윗집 사람들,2025-12-03,33898800,0.6,-29898460,-46.9,5168173860,3389,-2887,-46,534666,157,198,2025-12-26,2026-08-15 16:13:58
7,0,NEW,20258681,후지모토 타츠키 17-26 파트 1,2025-10-24,24492860,0.5,24492860,100,155406940,2436,2436,100,14867,114,162,2025-12-26,2026-08-15 16:13:58
8,0,NEW,20258633,후지모토 타츠키 17-26 파트 2,2025-10-24,24945500,0.5,24945500,100,158892240,2423,2423,100,14862,102,155,2025-12-26,2026-08-15 16:13:58
9,1,OLD,20258621,척의 일생,2025-12-24,23823350,0.5,-1162700,-4.7,100051100,2410,-149,-5.8,10096,158,181,2025-12-26,2026-08-15 16:13:58
10,-1,OLD,20255381,위키드: 포 굿,2025-11-19,14821040,0.3,-11489060,-43.7,9785883830,1481,-1135,-43.4,958535,42,47,2025-12-26,2026-08-15 16:13:58
