rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252432,주토피아 2,2025-11-26,2587554610,72.2,939814380,57,6747422890,258740,86692,50.4,741739,2047,8490,2025-11-28,2026-08-15 16:16:39
2,0,OLD,20258383,나우 유 씨 미 3,2025-11-12,277288910,7.7,69257780,33.3,10967063780,29151,6737,30.1,1159105,804,2055,2025-11-28,2026-08-15 16:16:39
3,0,OLD,20255381,위키드: 포 굿,2025-11-19,291539770,8.1,111409050,61.8,6946095950,27537,9324,51.2,676113,949,2222,2025-11-28,2026-08-15 16:16:39
4,0,OLD,20257161,국보,2025-11-19,77057700,2.2,18050300,30.6,896472010,8171,1575,23.9,96034,376,527,2025-11-28,2026-08-15 16:16:39
5,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,80006310,2.2,23680990,42,34889122000,7827,1980,33.9,3316587,471,686,2025-11-28,2026-08-15 16:16:39
6,1,OLD,20247429,세계의 주인,2025-10-22,30545550,0.9,6884010,29.1,1401609840,3124,707,29.3,144851,123,187,2025-11-28,2026-08-15 16:16:39
7,-1,OLD,20242374,한란,2025-11-26,21028600,0.6,142700,0.7,76548300,2519,-523,-17.2,10122,248,317,2025-11-28,2026-08-15 16:16:39
8,0,NEW,20233259,정보원,2025-12-03,23218000,0.6,23218000,100,27745000,2095,2095,100,2598,8,8,2025-11-28,2026-08-15 16:16:39
9,0,OLD,20243405,나혼자 프린스,2025-11-19,13658300,0.4,-5110300,-27.2,441464910,1418,-652,-31.5,49405,224,294,2025-11-28,2026-08-15 16:16:39
10,-2,OLD,20249326,윗집 사람들,2025-12-03,14553000,0.4,-6264000,-30.1,67446000,1323,-990,-42.8,6696,8,8,2025-11-28,2026-08-15 16:16:39
