rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20228988,보스,2025-10-03,2368619010,32.0,-739996350,-23.8,15045420150,247005,-75749,-23.5,1555130,1296,5393,2025-10-08,2026-08-15 16:17:52
2,0,OLD,20243561,어쩔수가없다,2025-09-24,1326457780,17.9,-434971410,-24.7,22991216510,136746,-44052,-24.4,2343261,1037,3248,2025-10-08,2026-08-15 16:17:52
3,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,1388293830,18.8,128006000,10.2,15015401780,131316,17053,14.9,1400348,806,2545,2025-10-08,2026-08-15 16:17:52
4,0,NEW,20254021,트론: 아레스,2025-10-08,609043210,8.2,609043210,100,619362210,55680,55680,100,56304,779,2174,2025-10-08,2026-08-15 16:17:52
5,-1,OLD,20256397,원 배틀 애프터 어나더,2025-10-01,362747740,4.9,-143534080,-28.4,2742863160,36188,-10042,-21.7,253047,573,813,2025-10-08,2026-08-15 16:17:52
6,-1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,338381310,4.6,-109416170,-24.4,57378879690,33826,-9653,-22.2,5299114,530,743,2025-10-08,2026-08-15 16:17:52
7,-1,OLD,20256526,브레드이발소: 베이커리타운의 악당들,2025-09-27,155402200,2.1,-24097200,-13.4,1783743600,17425,-2778,-13.8,200732,314,606,2025-10-08,2026-08-15 16:17:52
8,-1,OLD,20243864,연의 편지,2025-10-01,134375770,1.8,-38502170,-22.3,1277252410,14244,-3928,-21.6,135350,401,468,2025-10-08,2026-08-15 16:17:52
9,2,OLD,20254501,F1 더 무비,2025-06-25,84851980,1.1,43210460,103.8,54747664360,10224,4265,71.6,5189997,162,187,2025-10-08,2026-08-15 16:17:52
10,-1,OLD,20249641,나쁜계집애: 달려라 하니,2025-10-07,88005910,1.2,-41509090,-32,230696910,9826,-4786,-32.8,25902,461,645,2025-10-08,2026-08-15 16:17:52
