rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20250654,오디세이,2026-08-05,5748501340,44.1,2257843070,64.7,15077248720,525640,215352,69.4,1377220,1745,5187,2026-08-08,2026-08-15 15:56:57
2,0,OLD,20262770,스파이더맨: 브랜드 뉴 데이,2026-07-29,5341934920,41.0,2346780080,78.4,57098795070,514125,227416,79.3,5452454,1802,6440,2026-08-08,2026-08-15 15:56:57
3,0,OLD,20262381,사랑의 하츄핑: 고래보석의 전설,2026-08-05,1182377140,9.1,798236390,207.8,2930454870,124186,82478,197.8,310237,958,2216,2026-08-08,2026-08-15 15:56:57
4,0,OLD,20233219,호프,2026-07-15,399903800,3.1,76634340,23.7,46754590670,37846,7015,22.8,4361648,553,868,2026-08-08,2026-08-15 15:56:57
5,2,OLD,20262902,다윗,2026-07-10,54209890,0.4,28812940,113.5,2729025130,5847,3176,118.9,281008,125,134,2026-08-08,2026-08-15 15:56:57
6,-1,OLD,20261784,미니언즈 & 몬스터즈,2026-07-15,45893200,0.4,5803450,14.5,7547773640,5077,552,12.2,758276,227,240,2026-08-08,2026-08-15 15:56:57
7,-1,OLD,20264148,어떻게 해야 했을까?,2026-07-29,46435150,0.4,10185150,28.1,459750300,4547,1042,29.7,45750,76,140,2026-08-08,2026-08-15 15:56:57
8,0,NEW,20264635,명탐정 코난: 하이웨이의 타천사,2026-08-12,55751450,0.4,55751450,100,55751450,4355,4355,100,4355,36,37,2026-08-08,2026-08-15 15:56:57
9,-1,OLD,20259781,토이 스토리 5,2026-06-17,20228640,0.2,-3024250,-13,30189810390,2067,-348,-14.4,2937471,109,112,2026-08-08,2026-08-15 15:56:57
10,0,NEW,20255484,오케이 마담2,2026-08-12,18623700,0.1,18623700,100,90039700,1527,1527,100,9401,12,16,2026-08-08,2026-08-15 15:56:57
