rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,48,OLD,20241266,휴민트,2026-02-11,1105412630,42.1,1104252630,95194.2,1307061030,116740,116624,100537.9,131625,1520,6291,2026-02-11,2026-08-11 11:44:10
2,-1,OLD,20242837,왕과 사는 남자,2026-02-04,811327260,30.9,-67669830,-7.7,12086565200,86924,-8658,-9.1,1281974,1150,4203,2026-02-11,2026-08-11 11:44:10
3,0,NEW,20252373,넘버원,2026-02-11,156190180,5.9,156190180,100,355397790,17231,17231,100,37320,647,1723,2026-02-11,2026-08-11 11:44:10
4,0,NEW,20257823,폭풍의 언덕,2026-02-11,99077490,3.8,99077490,100,123243490,10479,10479,100,12000,428,816,2026-02-11,2026-08-11 11:44:10
5,-3,OLD,20247457,신의악단,2025-12-31,74424000,2.8,-49867650,-40.1,10931717750,7920,-5599,-41.4,1150872,426,597,2026-02-11,2026-08-11 11:44:10
6,-2,OLD,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,62567870,2.4,-37408920,-37.4,1477954260,6863,-3842,-35.9,149561,347,559,2026-02-11,2026-08-11 11:44:10
7,-4,OLD,20249255,만약에 우리,2025-12-31,63178670,2.4,-54285830,-46.2,24586423630,6256,-5548,-47,2514522,376,536,2026-02-11,2026-08-11 11:44:10
8,6,OLD,20261526,아이엠스타!X프리파라 더 무비 -만남의 기적!-,2026-02-04,64810900,2.5,54079600,503.9,309988900,6239,5187,493.1,28984,95,117,2026-02-11,2026-08-11 11:44:10
9,8,OLD,20261041,스트레이 키즈 : 더 도미네이트 익스피리언스,2026-02-04,69242000,2.6,50807000,275.6,437331000,2770,2068,294.6,16881,39,63,2026-02-11,2026-08-11 11:44:10
10,-5,OLD,20250878,노 머시: 90분,2026-02-04,18848400,0.7,-42069000,-69.1,730094850,2157,-4532,-67.8,75226,158,189,2026-02-11,2026-08-11 11:44:10
