rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,4706514140,75.7,-784995360,-14.3,130008107510,478133,-76044,-13.7,13467689,2223,9908,2026-03-15,2026-08-11 11:43:50
2,0,OLD,20256283,호퍼스,2026-03-04,744129560,12.0,-48955510,-6.2,5269395720,75888,-3996,-5,531160,931,2731,2026-03-15,2026-08-11 11:43:50
3,0,OLD,20232662,삼악도,2026-03-11,129347900,2.1,-26751400,-17.1,530548000,13360,-2574,-16.2,57385,221,639,2026-03-15,2026-08-11 11:43:50
4,0,OLD,20254501,F1 더 무비,2025-06-25,183256340,2.9,-16498810,-8.3,55580538830,13235,-1034,-7.2,5261209,168,382,2026-03-15,2026-08-11 11:43:50
5,0,OLD,20241266,휴민트,2026-02-11,53996480,0.9,-12990140,-19.4,19858706970,5359,-1281,-19.3,1967601,350,495,2026-03-15,2026-08-11 11:43:50
6,4,OLD,20247457,신의악단,2025-12-31,31584200,0.5,14758090,87.7,13642659560,3596,1821,102.6,1432173,113,128,2026-03-15,2026-08-11 11:43:50
7,-1,OLD,20253101,극장판 진격의 거인 완결편 더 라스트 어택,2025-03-13,35692840,0.6,-11464360,-24.3,9919985460,2819,-818,-22.5,960945,16,38,2026-03-15,2026-08-11 11:43:50
8,-1,OLD,20060033,오만과 편견,2006-03-24,27953100,0.4,-3826500,-12,5667436800,2649,-377,-12.5,898112,174,254,2026-03-15,2026-08-11 11:43:50
9,4,OLD,20261927,스페셜즈,2026-03-13,26463300,0.4,7659900,40.7,47870800,2032,670,49.2,3673,38,46,2026-03-15,2026-08-11 11:43:50
10,-2,OLD,20250428,센티멘탈 밸류,2026-02-18,20194020,0.3,-3106380,-13.3,589781430,1940,-328,-14.5,59707,60,73,2026-03-15,2026-08-11 11:43:50
