rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,1,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,353401880,33.7,-916872620,-72.2,9807544670,35509,-89177,-71.5,994624,1158,3912,2026-05-06,2026-08-11 11:43:21
2,1,OLD,20254121,살목지,2026-04-08,213027110,20.3,-892287380,-80.7,29250714920,20988,-87224,-80.6,2857162,961,2874,2026-05-06,2026-08-11 11:43:21
3,-2,OLD,20259773,슈퍼 마리오 갤럭시,2026-04-29,129249190,12.3,-2603035720,-95.3,10836414610,13523,-269757,-95.2,1124202,900,2280,2026-05-06,2026-08-11 11:43:21
4,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,105995390,10.1,-251835670,-70.4,30748412110,9281,-21528,-69.9,2715924,488,807,2026-05-06,2026-08-11 11:43:21
5,0,OLD,20240532,짱구,2026-04-22,64895270,6.2,-123281740,-65.5,3300363640,7081,-11919,-62.7,340205,448,722,2026-05-06,2026-08-11 11:43:21
6,0,OLD,20242837,왕과 사는 남자,2026-02-04,30149800,2.9,-101151350,-77,162241503400,3299,-10010,-75.2,16806832,324,438,2026-05-06,2026-08-11 11:43:21
7,0,NEW,20262947,모탈 컴뱃 2,2026-05-06,27663250,2.6,27663250,100,29157250,2543,2543,100,2709,365,592,2026-05-06,2026-08-11 11:43:21
8,-1,OLD,20262685,란 12.3,2026-04-22,21038300,2.0,-65342200,-75.6,2169467300,2227,-6662,-74.9,217031,253,335,2026-05-06,2026-08-11 11:43:21
9,0,NEW,20261943,올 그린스,2026-05-06,15269950,1.5,15269950,100,19079950,2194,2194,100,2694,133,201,2026-05-06,2026-08-11 11:43:21
10,3,OLD,20262775,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2026-04-22,13234400,1.3,1691350,14.7,471698600,1954,880,81.9,37573,55,61,2026-05-06,2026-08-11 11:43:21
