rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,257842430,29.8,517830,0.2,24160224210,25047,-119,-0.5,2265745,785,2762,2025-10-21,2026-08-15 16:17:05
2,0,OLD,20228988,보스,2025-10-03,137729200,15.9,-12900,0,22047351000,15637,689,4.6,2288754,754,2259,2025-10-21,2026-08-15 16:17:05
3,0,OLD,20243561,어쩔수가없다,2025-09-24,97480020,11.3,-1402470,-1.4,27416131550,10287,-100,-1,2798606,723,1680,2025-10-21,2026-08-15 16:17:05
4,1,OLD,20257658,극장판 주술회전: 회옥·옥절,2025-10-16,50536720,5.8,-6504250,-11.4,1474200760,5073,-669,-11.7,144558,562,1235,2025-10-21,2026-08-15 16:17:05
5,4,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,49804120,5.8,10566620,26.9,59164513310,4935,1014,25.9,5477434,450,674,2025-10-21,2026-08-15 16:17:05
6,0,OLD,20256397,원 배틀 애프터 어나더,2025-10-01,49572640,5.7,-2035110,-3.9,4898860570,4811,-195,-3.9,457638,520,887,2025-10-21,2026-08-15 16:17:05
7,1,OLD,20256684,웨폰,2025-10-15,37114700,4.3,-3268700,-8.1,624228290,3842,-229,-5.6,62341,474,764,2025-10-21,2026-08-15 16:17:05
8,2,OLD,20243864,연의 편지,2025-10-01,17678100,2.0,2308660,15,1985782330,1986,264,15.3,210768,275,328,2025-10-21,2026-08-15 16:17:05
9,3,OLD,20257728,중간계,2025-10-15,8562100,1.0,1551500,22.1,154238600,1493,469,45.8,24964,194,290,2025-10-21,2026-08-15 16:17:05
10,6,OLD,20236434,만남의 집,2025-10-15,9670800,1.1,5880200,155.1,88772200,1341,859,178.2,10894,78,99,2025-10-21,2026-08-15 16:17:05
