rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20252402,군체,2026-05-21,1317421020,56.4,315567450,31.5,39788407700,135387,33405,32.8,3712293,1811,7383,2026-06-02,2026-08-15 15:58:37
2,0,OLD,20263030,백룸,2026-05-27,399877380,17.1,102146010,34.3,4903067010,39057,10534,36.9,458638,841,2349,2026-06-02,2026-08-15 15:58:37
3,0,OLD,20259626,마이클,2026-05-13,205796710,8.8,61643740,42.8,15841676810,21071,6279,42.4,1430793,694,1653,2026-06-02,2026-08-15 15:58:37
4,0,OLD,20258236,만달로리안과 그로구,2026-05-27,151445420,6.5,56339380,59.2,1669996050,13751,5615,69,138607,641,1267,2026-06-02,2026-08-15 15:58:37
5,0,NEW,20261766,상자 속의 양,2026-06-10,45207000,1.9,45207000,100,93879000,5023,5023,100,10431,28,28,2026-06-02,2026-08-15 15:58:37
6,0,OLD,20263512,이상한 과자 가게 전천당,2026-05-29,24879540,1.1,7800440,45.7,607126440,3005,966,47.4,65465,354,478,2026-06-02,2026-08-15 15:58:37
7,-2,OLD,20259791,악마는 프라다를 입는다 2,2026-04-29,27144850,1.2,6176150,29.5,16112488320,2797,699,33.3,1590300,226,281,2026-06-02,2026-08-15 15:58:37
8,-1,OLD,20263344,너바나 더 밴드 : 전설적 밴드 ‘너바나’와는 별 관련 없는 ‘너바나 더 밴드’의 콤비 맷과 제이. 어느 날 공연을 위해 타임머신을 만드는 황당한 작전을 세우고 처음 만났던 17년 전으로 돌,2026-05-20,26022750,1.1,11195950,75.5,564657100,2386,913,62,49532,133,159,2026-06-02,2026-08-15 15:58:37
9,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,17916550,0.8,8509400,90.5,32852451690,1804,883,95.9,2896778,105,121,2026-06-02,2026-08-15 15:58:37
10,0,OLD,20242837,왕과 사는 남자,2026-02-04,9564150,0.4,2619950,37.7,163034430880,1191,298,33.4,16891138,58,69,2026-06-02,2026-08-15 15:58:37
