rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253852,퍼스트 라이드,2025-10-29,838264300,30.1,-98044930,-10.5,3381888090,85993,-10320,-10.7,368803,1125,4399,2025-11-02,2026-08-15 16:16:58
2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,520588830,18.7,-208307670,-28.6,29567086900,50009,-19049,-27.6,2794121,773,2804,2025-11-02,2026-08-15 16:16:58
3,0,OLD,20257570,8번 출구,2025-10-22,322913450,11.6,-54195690,-14.4,3163189570,31903,-5416,-14.5,322998,710,1656,2025-11-02,2026-08-15 16:16:58
4,1,OLD,20090284,코렐라인,2009-05-21,153603100,5.5,-9808000,-6,2876826900,15188,-832,-5.2,368510,250,590,2025-11-02,2026-08-15 16:16:58
5,-1,OLD,20259147,케이팝 데몬 헌터스,2025-10-31,174947700,6.3,-26316200,-13.1,458612900,14584,-2994,-17,39175,137,498,2025-11-02,2026-08-15 16:16:58
6,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,126075270,4.5,-12001780,-8.7,60162257330,11991,-545,-4.3,5574276,427,531,2025-11-02,2026-08-15 16:16:58
7,0,OLD,20243561,어쩔수가없다,2025-09-24,70681670,2.5,-3628640,-4.9,28548752070,7272,-277,-3.7,2919896,472,683,2025-11-02,2026-08-15 16:16:58
8,0,OLD,20247429,세계의 주인,2025-10-22,67228050,2.4,-5674550,-7.8,625670770,6604,-498,-7,65627,276,368,2025-11-02,2026-08-15 16:16:58
9,0,OLD,20257658,극장판 주술회전: 회옥·옥절,2025-10-16,58683630,2.1,2261260,4,2171381460,5876,65,1.1,217899,329,424,2025-11-02,2026-08-15 16:16:58
10,2,OLD,20228988,보스,2025-10-03,38183460,1.4,-2326440,-5.7,23246092350,3896,-244,-5.9,2420642,423,601,2025-11-02,2026-08-15 16:16:58
