rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20256396,아바타: 불과 재,2025-12-17,1778364190,65.1,-4056908280,-69.5,21974696790,152241,-352993,-69.9,1897659,2249,6922,2025-12-22,2026-08-15 16:14:19
2,0,OLD,20252432,주토피아 2,2025-11-26,629559610,23.1,-1756270090,-73.6,61702535460,66988,-179831,-72.9,6401065,1163,3729,2025-12-22,2026-08-15 16:14:19
3,1,OLD,20249326,윗집 사람들,2025-12-03,71291400,2.6,-52890430,-42.6,4942052340,7423,-4873,-39.6,511508,506,877,2025-12-22,2026-08-15 16:14:19
4,1,OLD,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,27510820,1.0,-56114770,-67.1,3490486540,2830,-5399,-65.6,343175,237,277,2025-12-22,2026-08-15 16:14:19
5,-2,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,21804600,0.8,-151819620,-87.4,1214727000,2780,-16447,-85.5,139590,256,281,2025-12-22,2026-08-15 16:14:19
6,0,NEW,20249255,만약에 우리,2025-12-31,24290000,0.9,24290000,100,92905000,2697,2697,100,10125,12,12,2025-12-22,2026-08-15 16:14:19
7,0,NEW,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,23292000,0.9,23292000,100,25893000,2588,2588,100,2877,12,13,2025-12-22,2026-08-15 16:14:19
8,1,OLD,20255381,위키드: 포 굿,2025-11-19,19900600,0.7,-2077800,-9.5,9704662190,2212,34,1.6,950142,88,105,2025-12-22,2026-08-15 16:14:19
9,-3,OLD,20253906,프레디의 피자가게 2,2025-12-03,19138200,0.7,-56283380,-74.6,2140725220,2014,-5756,-74.1,217472,159,208,2025-12-22,2026-08-15 16:14:19
10,-2,OLD,20254054,여행과 나날,2025-12-10,13771100,0.5,-7422050,-35,367181510,1535,-668,-30.3,38611,70,87,2025-12-22,2026-08-15 16:14:19
