rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20228988,보스,2025-10-03,1658627530,29.1,-709991480,-30,16704047680,174267,-72738,-29.4,1729397,1286,5416,2025-10-09,2026-08-15 16:17:51
2,1,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,1183386940,20.7,-204906890,-14.8,16198788720,112140,-19176,-14.6,1512488,816,2520,2025-10-09,2026-08-15 16:17:51
3,-1,OLD,20243561,어쩔수가없다,2025-09-24,980820120,17.2,-345637660,-26.1,23972036630,101120,-35626,-26.1,2444381,1041,3203,2025-10-09,2026-08-15 16:17:51
4,0,OLD,20254021,트론: 아레스,2025-10-08,342566750,6.0,-266476460,-43.8,961928960,31091,-24589,-44.2,87395,715,1825,2025-10-09,2026-08-15 16:17:51
5,0,OLD,20256397,원 배틀 애프터 어나더,2025-10-01,307622810,5.4,-55124930,-15.2,3050485970,30581,-5607,-15.5,283628,585,855,2025-10-09,2026-08-15 16:17:51
6,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,287003390,5.0,-51377920,-15.2,57665883080,28952,-4874,-14.4,5328066,535,735,2025-10-09,2026-08-15 16:17:51
7,0,OLD,20256526,브레드이발소: 베이커리타운의 악당들,2025-09-27,148483200,2.6,-6919000,-4.5,1932226800,16612,-813,-4.7,217344,308,595,2025-10-09,2026-08-15 16:17:51
8,0,OLD,20243864,연의 편지,2025-10-01,132588040,2.3,-1787730,-1.3,1409840450,14062,-182,-1.3,149412,414,486,2025-10-09,2026-08-15 16:17:51
9,4,OLD,20257208,개비의 매직하우스 극장판,2025-10-03,78290180,1.4,3422160,4.6,776321540,8536,323,3.9,82961,350,419,2025-10-09,2026-08-15 16:17:51
10,0,OLD,20249641,나쁜계집애: 달려라 하니,2025-10-07,74620680,1.3,-13385230,-15.2,305317590,8380,-1446,-14.7,34282,454,621,2025-10-09,2026-08-15 16:17:51
