rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20254121,살목지,2026-04-08,1181170280,46.8,467342850,65.5,3100156230,111766,41007,58,299349,1359,4681,2026-04-10,2026-08-15 16:02:56
2,0,OLD,20261782,프로젝트 헤일메리,2026-03-18,642763830,25.5,269047350,72,20606695860,56387,22436,66.1,1823545,1215,3296,2026-04-10,2026-08-15 16:02:56
3,0,OLD,20242837,왕과 사는 남자,2026-02-04,380872970,15.1,78204840,25.8,156926368040,38623,5781,17.6,16260600,1050,3371,2026-04-10,2026-08-15 16:02:56
4,0,OLD,20261622,위 리브 인 타임,2026-04-08,30071500,1.2,3559750,13.4,97596150,3657,19,0.5,13366,242,438,2026-04-10,2026-08-15 16:02:56
5,0,OLD,20192680,끝장수사,2026-04-02,23663600,0.9,-892320,-3.6,722017830,2544,-190,-6.9,78185,337,461,2026-04-10,2026-08-15 16:02:56
6,1,OLD,20261666,네가 마지막으로 남긴 노래,2026-04-01,23589460,0.9,4487260,23.5,699965510,2499,356,16.6,69314,313,395,2026-04-10,2026-08-15 16:02:56
7,-1,OLD,20262343,크라임 101,2026-04-08,17704430,0.7,2641570,17.5,63853750,2409,248,11.5,8595,192,400,2026-04-10,2026-08-15 16:02:56
8,1,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,27713000,1.1,10864000,64.5,62579624750,2039,742,57.2,5791514,77,119,2026-04-10,2026-08-15 16:02:56
9,-1,OLD,20261906,명탐정 코난: 세기말의 마술사,2026-03-27,14605350,0.6,-707100,-4.6,895623600,1474,-207,-12.3,87005,138,170,2026-04-10,2026-08-15 16:02:56
10,0,NEW,20241941,좀비딸,2025-07-30,10602000,0.4,10602000,100,53149934990,1178,1178,100,5641601,5,5,2026-04-10,2026-08-15 16:02:56
