rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253852,퍼스트 라이드,2025-10-29,215344100,28.4,-15038260,-6.5,3827614550,23992,-1186,-4.7,417973,1017,3438,2025-11-04,2026-08-15 16:16:56
2,0,OLD,20256757,극장판 체인소 맨: 레제편,2025-09-24,145836700,19.2,-15110280,-9.4,29873870580,14654,-1471,-9.1,2824900,630,2218,2025-11-04,2026-08-15 16:16:56
3,0,OLD,20257570,8번 출구,2025-10-22,73732100,9.7,-1600300,-2.1,3312254070,7718,56,0.7,338378,571,1218,2025-11-04,2026-08-15 16:16:56
4,1,OLD,20247429,세계의 주인,2025-10-22,33095100,4.4,-16360,0,691877330,3507,53,1.5,72588,287,413,2025-11-04,2026-08-15 16:16:56
5,-1,OLD,20090284,코렐라인,2009-05-21,34029000,4.5,-2344000,-6.4,2947228900,3485,-214,-5.8,375694,208,463,2025-11-04,2026-08-15 16:16:56
6,0,OLD,20243561,어쩔수가없다,2025-09-24,25282360,3.3,-1647360,-6.1,28600964150,2639,-227,-7.9,2925401,397,554,2025-11-04,2026-08-15 16:16:56
7,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,24007300,3.2,-128700,-0.5,60210400630,2438,-32,-1.3,5579184,341,440,2025-11-04,2026-08-15 16:16:56
8,0,OLD,20228988,보스,2025-10-03,17947700,2.4,-1472300,-7.6,23283460050,2003,-155,-7.2,2424803,344,463,2025-11-04,2026-08-15 16:16:56
9,1,OLD,20225855,하얀 차를 탄 여자,2025-10-29,17127900,2.3,4743700,38.3,162437480,1747,418,31.5,17563,304,400,2025-11-04,2026-08-15 16:16:56
10,-1,OLD,20256397,원 배틀 애프터 어나더,2025-10-01,15017500,2.0,879000,6.2,5539896800,1551,73,4.9,521262,189,246,2025-11-04,2026-08-15 16:16:56
