rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20233219,호프,2026-07-15,1344281460,66.9,-177950680,-11.7,26601357300,128899,-14162,-9.9,2401589,2224,7696,2026-07-21,2026-08-15 15:57:45
2,0,OLD,20261784,미니언즈 & 몬스터즈,2026-07-15,185873530,9.2,14061300,8.2,4246877230,18765,1958,11.6,410260,822,2003,2026-07-21,2026-08-15 15:57:45
3,0,OLD,20259946,모아나,2026-07-08,126872070,6.3,11849720,10.3,8626097390,12634,1540,13.9,795815,667,1266,2026-07-21,2026-08-15 15:57:45
4,0,OLD,20242402,눈동자,2026-06-24,126423600,6.3,18355550,17,14988768430,12341,2124,20.8,1453766,621,1030,2026-07-21,2026-08-15 15:57:45
5,0,OLD,20259781,토이 스토리 5,2026-06-17,84155290,4.2,6348440,8.2,28502469390,8400,890,11.9,2766075,503,741,2026-07-21,2026-08-15 15:57:45
6,0,OLD,20262902,다윗,2026-07-10,32834750,1.6,1250550,4,1642536820,3362,120,3.7,166354,306,369,2026-07-21,2026-08-15 15:57:45
7,0,OLD,20252402,군체,2026-05-21,13139400,0.7,1244050,10.5,62622439650,1252,127,11.3,5943509,134,160,2026-07-21,2026-08-15 15:57:45
8,0,NEW,20262381,사랑의 하츄핑: 고래보석의 전설,2026-08-05,7866000,0.4,7866000,100,7866000,874,874,100,874,4,4,2026-07-21,2026-08-15 15:57:45
9,-1,OLD,20263530,마티 슈프림,2026-07-01,8463100,0.4,-1208250,-12.5,1279980730,815,-66,-7.5,118779,51,61,2026-07-21,2026-08-15 15:57:45
10,10,OLD,20248252,와일드 씽,2026-06-03,6654950,0.3,4904950,280.3,12964695040,713,510,251.2,1341798,39,42,2026-07-21,2026-08-15 15:57:45
