rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20242837,왕과 사는 남자,2026-02-04,5554146750,75.1,-137686330,-2.4,56490476680,568288,-12872,-2.2,5828795,2142,8689,2026-02-22,2026-08-11 11:44:03
2,0,OLD,20241266,휴민트,2026-02-11,912149530,12.3,-113806690,-11.1,15967317830,88007,-12047,-12,1579006,1026,3381,2026-02-22,2026-08-11 11:44:03
3,1,OLD,20247457,신의악단,2025-12-31,176840660,2.4,40854160,30,12877220420,18886,4822,34.3,1348645,524,752,2026-02-22,2026-08-11 11:44:03
4,-1,OLD,20252373,넘버원,2026-02-11,157792100,2.1,1445370,0.9,2306845900,16015,258,1.6,239412,548,792,2026-02-22,2026-08-11 11:44:03
5,0,OLD,20261208,귀신 부르는 앱: 영,2026-02-18,118273100,1.6,-14899200,-11.2,620406800,11391,-1368,-10.7,60423,187,346,2026-02-22,2026-08-11 11:44:03
6,0,OLD,20261150,점보,2026-02-18,86828530,1.2,4323430,5.2,349775870,9807,547,5.9,38969,371,477,2026-02-22,2026-08-11 11:44:03
7,0,OLD,20249255,만약에 우리,2025-12-31,43325100,0.6,-9237600,-17.6,25378642240,4116,-937,-18.5,2589945,240,291,2026-02-22,2026-08-11 11:44:03
8,0,OLD,20250428,센티멘탈 밸류,2026-02-18,36468050,0.5,-1723430,-4.5,209939840,3541,-228,-6,20839,180,200,2026-02-22,2026-08-11 11:44:03
9,1,OLD,20030047,모노노케 히메,2003-04-25,35470620,0.5,-633790,-1.8,2442147140,2234,-55,-2.4,201079,31,39,2026-02-22,2026-08-11 11:44:03
10,2,OLD,20261439,"2024.12.03 그날 조작된 내란, 감춰진 진실",2026-02-04,21168600,0.3,2087800,10.9,2043311980,2136,151,7.6,207669,149,173,2026-02-22,2026-08-11 11:44:03
