rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20256396,아바타: 불과 재,2025-12-17,620916980,33.5,-87240310,-12.3,65560392650,52067,-6881,-11.7,5669174,1595,4380,2026-01-06,2026-08-15 16:13:19
2,0,OLD,20249255,만약에 우리,2025-12-31,496875890,26.8,39664020,8.7,5671275240,51980,4123,8.6,592951,856,2584,2026-01-06,2026-08-15 16:13:19
3,0,OLD,20252432,주토피아 2,2025-11-26,213535900,11.5,-13838210,-6.1,78291275420,22717,-1242,-5.2,8135317,801,2207,2026-01-06,2026-08-15 16:13:19
4,1,OLD,20247457,신의악단,2025-12-31,132674700,7.2,10892700,8.9,1312286870,14880,1555,11.7,143352,522,800,2026-01-06,2026-08-15 16:13:19
5,-1,OLD,20254219,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",2025-12-24,134528700,7.3,-4382500,-3.2,6633975160,14325,-233,-1.6,686274,680,1338,2026-01-06,2026-08-15 16:13:19
6,0,OLD,20259383,극장판 짱구는 못말려: 초화려! 작열하는 떡잎마을 댄서즈,2025-12-24,53343400,2.9,3953250,8,3936783330,5792,576,11,414044,445,585,2026-01-06,2026-08-15 16:13:19
7,0,OLD,20259641,송 썽 블루,2026-01-14,18424000,1.0,-13545000,-42.4,50393000,2632,-1935,-42.4,7199,15,15,2026-01-06,2026-08-15 16:13:19
8,0,OLD,20256173,스폰지밥 무비: 네모바지를 찾아서,2026-01-01,20962300,1.1,-230100,-1.1,586975770,2439,-12,-0.5,64450,348,405,2026-01-06,2026-08-15 16:13:19
9,0,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,15415360,0.8,553740,3.7,2087280590,1900,172,10,237584,175,180,2026-01-06,2026-08-15 16:13:19
10,0,OLD,20259893,화양연화 특별판,2025-12-31,18019000,1.0,1191100,7.1,298382752,1857,137,8,30151,157,175,2026-01-06,2026-08-15 16:13:19
