rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20253289,극장판 귀멸의 칼날: 무한성편,2025-08-22,1733762510,34.6,1113124500,179.4,47090933250,156109,101932,188.1,4345817,1270,4118,2025-09-13,2026-08-15 16:18:26
2,0,OLD,20242964,얼굴,2025-09-11,1278923630,25.5,720841550,129.2,2183717460,120353,67066,125.9,208956,915,3258,2025-09-13,2026-08-15 16:18:26
3,0,OLD,20254501,F1 더 무비,2025-06-25,248071110,4.9,113349850,84.1,53468091290,33615,15548,86.1,5012624,676,1179,2025-09-13,2026-08-15 16:18:26
4,0,OLD,20256702,컨저링: 마지막 의식,2025-09-03,363910120,7.3,171531750,89.2,3589303220,32911,15765,91.9,342798,708,1482,2025-09-13,2026-08-15 16:18:26
5,0,OLD,20233039,살인자 리포트,2025-09-05,320234500,6.4,144039000,81.7,2724681350,29868,12778,74.8,274172,841,1861,2025-09-13,2026-08-15 16:18:26
6,1,OLD,20241941,좀비딸,2025-07-30,145150100,2.9,89140700,159.2,52555292390,20709,12633,156.4,5557052,578,843,2025-09-13,2026-08-15 16:18:26
7,-1,OLD,20247245,홈캠,2025-09-10,174705500,3.5,90251200,106.9,440286900,17274,8302,92.5,48275,279,801,2025-09-13,2026-08-15 16:18:26
8,0,OLD,20030047,모노노케 히메,2003-04-25,136175500,2.7,50368500,58.7,497607500,7082,2599,58,27587,26,106,2025-09-13,2026-08-15 16:18:26
9,0,OLD,20257083,건국전쟁2 ,2025-09-10,56818000,1.1,30756900,118,146459050,5495,2885,110.5,14807,347,447,2025-09-13,2026-08-15 16:18:26
10,2,OLD,20256281,첫사랑 엔딩,2025-08-27,51070660,1.0,26001960,103.7,1213993160,4771,2444,105,126053,175,228,2025-09-13,2026-08-15 16:18:26
