rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20241941,좀비딸,2025-07-30,2835148970,41.6,1802045840,174.4,38201765980,290709,179756,162,4046131,1438,6343,2025-08-15,2026-08-15 16:20:45
2,0,OLD,20254501,F1 더 무비,2025-06-25,1598074170,23.4,966333630,153,42788953890,140886,84004,147.7,3971606,937,2792,2025-08-15,2026-08-15 16:20:45
3,0,OLD,20210546,악마가 이사왔다,2025-08-13,720667880,10.6,365484310,102.9,1567588050,73914,34804,89,166307,839,3181,2025-08-15,2026-08-15 16:20:45
4,0,OLD,20256701,긴키 지방의 어느 장소에 대하여,2025-08-13,251920180,3.7,111967060,80,530160100,24374,10015,69.7,52879,411,613,2025-08-15,2026-08-15 16:20:45
5,1,OLD,20254275,킹 오브 킹스,2025-07-16,210550250,3.1,146233700,227.4,11395045306,21818,14748,208.6,1206408,526,707,2025-08-15,2026-08-15 16:20:45
6,3,OLD,20252680,스머프,2025-08-06,177210590,2.6,138777720,361.1,1166291440,19243,14512,306.7,131397,535,693,2025-08-15,2026-08-15 16:20:45
7,-2,OLD,20248711,발레리나,2025-08-06,196316400,2.9,79604630,68.2,2546248560,19142,7194,60.2,256380,532,871,2025-08-15,2026-08-15 16:20:45
8,-1,OLD,20247460,배드 가이즈 2,2025-07-30,163500090,2.4,117970990,259.1,3101990430,17719,12469,237.5,344332,481,614,2025-08-15,2026-08-15 16:20:45
9,-1,OLD,20255655,식스데이즈,2025-08-13,119130000,1.7,14124000,13.5,570164000,5415,642,13.5,26096,113,256,2025-08-15,2026-08-15 16:20:45
10,7,OLD,20254603,베베핀 극장판: 사라진 베베핀과 핑크퐁 대모험,2025-07-24,50994500,0.7,40599500,390.6,1883312110,5057,3550,235.6,202760,186,210,2025-08-15,2026-08-15 16:20:45
