rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20250654,오디세이,2026-08-05,2827960070,56.2,-2593059190,-47.8,23326228050,257612,-239931,-48.2,2132375,1647,4991,2026-08-10,2026-08-15 15:56:55
2,0,OLD,20262770,스파이더맨: 브랜드 뉴 데이,2026-07-29,1773505300,35.2,-3008876670,-62.9,63654682340,174611,-289298,-62.4,6090974,1590,5518,2026-08-10,2026-08-15 15:56:55
3,0,OLD,20262381,사랑의 하츄핑: 고래보석의 전설,2026-08-05,174337210,3.5,-997674980,-85.1,4276804270,19410,-104155,-84.3,453212,726,1509,2026-08-10,2026-08-15 15:56:55
4,0,OLD,20233219,호프,2026-07-15,146372870,2.9,-190022150,-56.5,47237358560,14523,-17700,-54.9,4408394,562,949,2026-08-10,2026-08-15 15:56:55
5,3,OLD,20264148,어떻게 해야 했을까?,2026-07-29,22904150,0.5,-17519050,-43.3,523077650,2317,-1661,-41.8,52045,70,132,2026-08-10,2026-08-15 15:56:55
6,0,OLD,20261784,미니언즈 & 몬스터즈,2026-07-15,19237500,0.4,-25819180,-57.3,7612067820,2193,-2821,-56.3,765483,208,217,2026-08-10,2026-08-15 15:56:55
7,3,OLD,20259781,토이 스토리 5,2026-06-17,10804150,0.2,-7973700,-42.5,30219392390,1112,-795,-41.7,2940490,109,112,2026-08-10,2026-08-15 15:56:55
8,-3,OLD,20262902,다윗,2026-07-10,9168150,0.2,-69105900,-88.3,2816467330,958,-7384,-88.5,290308,65,69,2026-08-10,2026-08-15 15:56:55
9,3,OLD,20259946,모아나,2026-07-08,7290500,0.1,748300,11.4,10828515930,826,149,22,1021759,67,70,2026-08-10,2026-08-15 15:56:55
10,5,OLD,20263530,마티 슈프림,2026-07-01,2896500,0.1,-2994350,-50.8,1426494680,290,-107,-27,131844,18,18,2026-08-10,2026-08-15 15:56:55
