rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20259781,토이 스토리 5,2026-06-17,422576670,30.7,2712980,0.6,17529568230,42008,1309,3.2,1700030,1156,4210,2026-06-30,2026-08-11 11:42:47
2,0,OLD,20242402,눈동자,2026-06-24,396451100,28.8,3351450,0.9,3868237250,39317,819,2.1,383037,832,2790,2026-06-30,2026-08-11 11:42:47
3,0,OLD,20252402,군체,2026-05-21,152933800,11.1,9105080,6.3,60523894940,15821,1418,9.8,5744220,687,1781,2026-06-30,2026-08-11 11:42:47
4,0,OLD,20248252,와일드 씽,2026-06-03,93477950,6.8,5340690,6.1,12143679410,10151,737,7.8,1253604,641,1469,2026-06-30,2026-08-11 11:42:47
5,0,OLD,20250489,슈퍼걸,2026-06-24,57685420,4.2,-4022040,-6.5,1282409750,6075,-206,-3.3,124203,678,1578,2026-06-30,2026-08-11 11:42:47
6,0,OLD,20263030,백룸,2026-05-27,54460000,4.0,-1905620,-3.4,12423496240,5129,-84,-1.6,1164295,343,568,2026-06-30,2026-08-11 11:42:47
7,1,OLD,20261524,짝사랑 세계,2026-06-24,10015880,0.7,543680,5.7,113760050,1422,258,22.2,14192,128,231,2026-06-30,2026-08-11 11:42:47
8,3,OLD,20258945,너만 보이는 날,2026-06-24,10961300,0.8,3417400,45.3,140667800,1363,492,56.5,15968,135,162,2026-06-30,2026-08-11 11:42:47
9,0,OLD,20149629,비긴 어게인,2014-08-13,12156000,0.9,781750,6.9,29918599671,1116,79,7.6,3742629,77,111,2026-06-30,2026-08-11 11:42:47
10,0,OLD,20264241,정동원 팬콘서트 필름 : 다시 만나는 길,2026-06-26,24850000,1.8,-825000,-3.2,257900000,994,-33,-3.2,10316,40,54,2026-06-30,2026-08-11 11:42:47
