rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,b_date,c_date
1,0,OLD,20256396,아바타: 불과 재,2025-12-17,2048696550,64.0,-901594410,-30.6,5028081510,179034,-85997,-32.4,445445,2535,7819,2025-12-18,2026-08-15 16:14:47
2,0,OLD,20252432,주토피아 2,2025-11-26,760728140,23.8,-33813730,-4.3,55056259970,82280,-3274,-3.8,5713779,1124,3063,2025-12-18,2026-08-15 16:14:47
3,0,OLD,20249326,윗집 사람들,2025-12-03,93956000,2.9,6979480,8,4481251180,10016,862,9.4,464985,527,857,2025-12-18,2026-08-15 16:14:47
4,0,NEW,20249255,만약에 우리,2025-12-31,30942000,1.0,30942000,100,68615000,3438,3438,100,7428,14,17,2025-12-18,2026-08-15 16:14:47
5,-1,OLD,20258739,극장판 주술회전: 시부야사변 X 사멸회유,2025-12-03,31429900,1.0,-6237400,-16.6,3270379210,3224,-820,-20.3,321000,241,287,2025-12-18,2026-08-15 16:14:47
6,-1,OLD,20258808,뽀로로 극장판 스위트캐슬 대모험,2025-12-11,24456800,0.8,-132700,-0.5,821519300,3034,-269,-8.1,94960,260,270,2025-12-18,2026-08-15 16:14:47
7,1,OLD,20233259,정보원,2025-12-03,24853500,0.8,4899900,24.6,1456350600,2723,275,11.2,158982,59,64,2025-12-18,2026-08-15 16:14:47
8,1,OLD,20253906,프레디의 피자가게 2,2025-12-03,23416600,0.7,-84200,-0.4,1934882760,2511,97,4,196278,127,157,2025-12-18,2026-08-15 16:14:47
9,-2,OLD,20254054,여행과 나날,2025-12-10,19327750,0.6,-2434010,-11.2,285026960,2207,-255,-10.4,29995,79,93,2025-12-18,2026-08-15 16:14:47
10,0,OLD,20255381,위키드: 포 굿,2025-11-19,15520100,0.5,2059400,15.3,9611789640,1656,149,9.9,940605,71,78,2025-12-18,2026-08-15 16:14:47
